RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23
94759,2432,85043,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1017.902817,1031.565572,1032.649397,1042.079512,1054.378753,1060.414409,1099.404925,1091.298832,1098.526789,1064.477923,1076.896833,1079.102501,1092.013864,1101.565725,1130.088221,1148.828147,1160.742525,1149.866411,1151.760882,1154.423287,1145.604509,1142.12186,1139.621818,1147.64411,1144.637623,1162.657586,1191.893255,1216.774727,1229.020742,1231.266735,1227.170776,1219.330905,1211.722366,1213.238675,1214.988389,1232.549766,1253.5107,1278.793411,1285.305973,1285.506845,1298.9571,1317.407571,1333.583964,1319.010653,1310.401957,1301.773066,1308.745668,1325.099347,1353.601373,1384.485929,1407.561944,1424.727228,1443.919278,1441.90779,1446.373827,1444.335734,1446.667874,1458.875057,1468.93074,1479.121928,1496.598976,1515.159707,1523.960617,1541.879726,1568.814876,1622.137946,1645.979428,1659.647745,1665.489959,1660.653446,1656.68547,1679.060569,1737.414183,1795.048826,1820.851795,1847.500794,1869.370635,1910.808545,1925.362564,1993.165346,2021.309202,2090.700049,2052.339744,2025.372812,1979.232144,2053.534978,2139.879175,2207.417219,2225.62338,2255.337457,2224.54028,2171.930368,2124.188924,2100.579757,2079.338962,2075.481402,2026.012707,2130.722222
399661,2438,85395,zip,AZ,AZ,Goodyear,"Phoenix-Mesa-Chandler, AZ",Maricopa County,,,,,,,,,,,,,,1246.351272,1245.881022,1226.825967,1231.167154,1221.812238,1234.396274,1244.018731,1236.055011,1236.557876,1228.985664,1245.862038,1251.451458,1274.993345,1285.358109,1281.891849,1295.154223,1294.984882,1300.955687,1282.643831,1264.825894,1288.164248,1295.40134,1320.885508,1310.734841,1331.059784,1355.062845,1384.560025,1383.500897,1377.386593,1380.271706,1387.08855,1402.169848,1402.844097,1399.292718,1387.670868,1382.358878,1404.734858,1419.333626,1442.850879,1438.020225,1465.836895,1471.329979,1475.105436,1458.751398,1461.75403,1481.072523,1511.308444,1522.421496,1530.254375,1521.852667,1534.598313,1535.360113,1560.830104,1580.074962,1619.400039,1642.529561,1652.199959,1672.978479,1712.746956,1742.174299,1790.337591,1810.165964,1868.787508,1931.657871,1971.796272,2019.114637,2032.903266,2055.09796,2079.729863,2063.662907,2047.353306,2010.469924,2006.213059,2051.871764,2093.922749,2137.959507,2152.556443,2149.829965,2121.840215,2113.361412,2057.870805,2053.583746,2018.684751,2033.191728,2110.055556
94732,2590,85016,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,944.7144844,963.4240894,973.7377624,972.4041007,977.3745965,998.5734082,1011.275415,1008.386133,989.9753915,998.1723438,1010.050419,1016.131246,1063.791794,1081.776671,1122.247168,1095.607329,1103.832083,1091.795228,1090.988239,1101.857688,1114.056204,1119.086572,1109.750282,1105.264418,1117.945321,1135.823865,1149.716733,1141.898521,1133.556865,1138.29766,1145.168171,1158.569138,1162.157596,1177.751603,1169.328455,1171.90596,1166.696839,1179.818355,1189.614672,1202.388011,1213.27567,1214.210737,1206.964366,1207.361223,1223.489768,1246.483912,1260.044348,1255.27218,1252.481459,1258.124027,1269.611503,1280.520591,1286.340041,1295.362602,1308.809762,1314.497689,1317.413167,1318.774318,1333.570956,1344.853963,1350.653464,1347.758786,1337.716093,1325.217537,1317.389787,1323.781479,1345.809468,1356.38124,1365.091496,1364.530017,1393.179277,1402.249599,1425.81806,1444.852782,1486.169218,1522.263525,1568.981541,1621.343872,1663.958469,1683.888054,1704.106149,1715.644156,1761.046101,1768.983827,1805.218871,1782.769486,1805.515258,1818.997183,1836.94541,1835.249521,1818.337952,1821.373031,1820.256384,1799.411109,1772.406847,1735.186047,1745.777411,1765.642348
94801,2710,85206,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,908.9733613,910.3481627,908.8792859,915.4763529,916.2005427,912.6443479,913.6577093,915.6948397,910.0287642,906.2563205,925.6485337,945.7644791,959.9376701,957.7525046,957.2184891,958.4403234,958.8074682,958.4605749,963.5883664,965.4474485,968.4558861,953.5682181,957.2600594,961.5023353,997.0509592,1001.805759,1023.447497,1006.85894,1010.383542,1014.101548,1023.137761,1031.554851,1039.772848,1041.155276,1048.356365,1038.647004,1049.700371,1052.194017,1061.960619,1090.968645,1108.738559,1142.663533,1145.458445,1155.923941,1141.120805,1131.315003,1137.123949,1145.76569,1163.087721,1179.484315,1198.921858,1229.971778,1241.393326,1254.194545,1241.189298,1238.450756,1232.705221,1244.685666,1243.569277,1254.535606,1282.975202,1296.587427,1300.473887,1284.998878,1308.113028,1332.640994,1354.479564,1349.111951,1352.609563,1356.562673,1379.513269,1396.924523,1434.958581,1481.241839,1541.716671,1577.06581,1623.259966,1661.659385,1727.818874,1748.261872,1750.698076,1718.507722,1713.252742,1687.747554,1709.993733,1712.526557,1736.417316,1726.016711,1730.320436,1744.207905,1738.138114,1749.603744,1747.43953,1744.061941,1718.922115,1718.438535,1729.958971,1737.78521
94911,2711,85335,zip,AZ,AZ,El Mirage,"Phoenix-Mesa-Chandler, AZ",Maricopa County,824.1581884,836.1335285,854.6751102,930.5386256,942.9839315,955.1133019,888.6865759,892.6972692,897.8536945,908.5852554,911.9728288,921.4142414,933.9066647,953.5661833,966.3663397,968.5198902,972.9948052,968.5868161,971.7607108,967.0401997,971.604435,970.4581138,980.2615115,984.4474576,998.4292802,1009.599736,1032.694514,1052.108963,1054.244751,1037.287333,1025.593585,1031.366259,1036.581741,1039.783375,1038.375663,1052.074823,1059.398106,1076.390038,1092.74848,1113.063805,1124.080026,1121.517317,1123.415476,1129.039149,1145.949434,1141.690965,1145.792164,1148.441173,1174.008877,1189.82224,1205.487586,1224.326216,1240.678739,1257.240001,,1184.637144,1192.432664,,1308.328978,1322.401922,1316.329431,1337.673341,1352.358242,1369.453187,1383.112034,1398.985592,1427.761576,1466.919454,1498.802572,1510.065944,1521.03066,1572.106747,1612.013031,1651.847552,1669.364631,1731.496718,1776.417433,1805.293112,1815.64694,1834.598854,1865.739726,1852.397263,1874.632297,1905.014958,1939.71499,1961.887602,1958.165013,2014.71778,1998.1445,1986.11915,1948.557213,1913.419604,1890.455306,1870.879721,1893.67193,1903.19113,1934.775609,1968.986111
94756,2742,85040,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,773.6509161,788.696214,800.2021208,792.1610514,797.6856803,797.5965736,823.8201524,821.1640432,818.0055649,794.1442719,802.720328,813.7655677,834.4887424,851.5966237,854.8062407,867.7671897,862.101381,864.7609892,854.2176002,868.6913344,851.1786232,853.1284829,847.2965619,870.6585614,868.2299864,905.6490089,933.364903,953.3664701,944.0641471,944.4726432,955.5864762,956.7157798,976.106809,993.8889481,994.9550557,963.0088756,953.154353,954.6114085,975.3304408,992.9259502,998.2918608,1009.490336,1016.972311,1037.861795,1050.236004,1053.893269,1056.656799,1070.596625,1075.282734,1078.594088,1076.949583,1094.840952,1115.727038,1122.267012,1121.885322,1125.267226,1124.830036,1133.961556,1136.178247,1155.610867,1160.775629,1166.265923,1171.422567,1191.860086,1208.831081,1224.776599,1226.132645,1239.516987,1234.381726,1252.709533,1281.424321,1331.769546,1355.760012,1332.609086,1352.830102,1359.598562,1422.370147,1440.046178,1530.26777,1568.606337,1598.161828,1562.959081,1552.808004,1598.407144,1664.903722,1729.396489,1751.511152,1762.178482,1720.171514,1670.371127,1616.974049,1657.779456,1648.393815,1668.998218,1626.605592,1637.541834,1674.702827,1746.410714
94763,2758,85048,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1046.517271,1048.706157,1059.316002,1067.540616,1088.830323,1081.879642,1081.707109,1077.340739,1072.30297,1068.855688,1072.270652,1077.153007,1078.730843,1079.15261,1089.170963,1104.646531,1111.068677,1116.522878,1111.209329,1111.040975,1103.258536,1104.554108,1103.438014,1111.50175,1114.456673,1132.711492,1146.605747,1158.373762,1158.833585,1163.174771,1165.765419,1169.968341,1160.26406,1155.779974,1155.759294,1166.134716,1202.912317,1216.535638,1235.171899,1218.472697,1216.374793,1222.54851,1230.347488,1232.720691,1240.152944,1238.350655,1251.410269,1247.385752,1252.551617,1263.590823,1263.085383,1274.293437,1282.783827,1305.916489,1303.582106,1310.113113,1320.781717,1333.501352,1332.891425,1330.136471,1341.476786,1355.929786,1357.553697,1366.168655,1358.42732,1379.37,1387.351552,1416.725126,1422.513419,1437.559874,1440.916216,1438.436272,1460.846404,1481.431198,1531.63661,1573.902426,1558.257076,1614.342184,1662.91097,,1791.542915,1789.710144,1817.576739,1829.341617,1869.854547,1880.872244,1901.786262,1885.909359,1866.3873,1852.920866,1854.783715,1840.40302,1831.361421,1825.61569,1834.364612,1850.673959,1872.10684,1880.253268
94916,2767,85340,zip,AZ,AZ,Litchfield Park,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1066.559668,1063.761608,1090.580948,1101.204241,1126.520097,1123.256902,1122.72227,1118.571842,1112.26408,1124.050226,1138.804757,1163.425576,1171.083855,1172.820654,1170.731945,1184.161168,1203.656182,1204.622956,1206.842709,1192.684656,1199.743948,1209.676251,1217.149758,1221.276601,1211.743592,1231.79912,1244.604398,1270.110686,1279.585378,1289.599389,1265.577442,1271.123289,1265.363565,1288.616028,1274.431202,1292.451743,1291.370966,1310.932623,1316.107286,1341.249295,1363.704989,1379.063872,1376.63978,1384.073965,1380.538399,1382.226185,1366.316749,1391.911374,1400.505506,1422.063795,1413.376051,1434.656121,1461.826524,1476.537791,1489.256151,1494.861259,1502.937464,1507.936039,1504.72007,1545.475248,1552.746498,1554.76741,1567.191148,1590.190483,1620.665981,1620.660943,1652.223321,1701.805091,1727.005471,1737.478457,1710.554896,1741.179238,1761.911012,1811.805226,1859.679994,1920.876765,1979.352854,2004.426123,2039.204699,2097.200412,2111.1513,2142.714616,2126.880909,2158.824659,2156.904271,2141.945681,2103.108692,2126.418104,2116.006719,2192.241767,2209.260478,2249.05404,2191.525557,2164.547275,2141.811129,2126.490867,2140.263378,2183.324074
94739,2888,85023,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,,,,,,,,,,,875.9496583,881.8743059,912.1529855,916.4098043,891.1167173,890.7665925,892.6359779,891.8529665,891.366226,880.9942535,901.1489687,892.5011123,893.7373234,897.5203448,935.6355581,959.0704272,952.8743235,937.913769,941.871702,935.8368764,938.521081,933.3583191,956.9989033,949.5260504,959.952998,942.8182351,962.0343285,961.596912,964.9200259,980.8955488,1003.327449,1037.248802,1030.501526,1027.115951,1008.779145,1012.664565,1006.625931,1032.050973,1033.481186,1057.471766,1057.223323,1077.81673,1088.207448,1109.177029,1110.114165,1109.459722,1104.62644,1093.487654,1100.759501,1112.580914,1117.866862,1104.044835,1104.563094,1129.631092,1157.03501,1160.821776,1167.173895,1178.528504,1204.933167,1207.658265,1216.795523,1230.424682,1260.958399,1293.509248,1335.422512,1394.363698,1463.816162,1512.885488,1546.812791,1553.546112,1564.122388,1551.20136,1558.791068,1534.001963,1555.962735,1556.56858,1578.316498,1579.997512,1597.549216,1570.025062,1561.348406,1537.416044,1531.211422,1524.193198,1503.496248,1521.565609,1510.495347,1540.79281
94803,2897,85208,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1094.271562,1103.237766,1106.83221,1111.627951,1121.317378,1134.963429,1134.746293,1132.369684,1142.203668,1139.396874,1151.332547,1155.282209,1170.8471,1173.747151,1168.912375,1156.673614,1154.892234,1174.713704,1192.419953,1195.935835,1207.466106,1207.536953,1221.710061,1217.353138,1223.949966,1232.127325,1230.545863,1244.738758,1242.814671,1245.672043,1255.687173,1271.25423,1284.882424,1274.986864,1270.691728,1286.544688,1305.450931,1325.156507,1318.53901,1321.181174,1324.162007,1335.512648,1339.883804,1346.579139,1360.883742,1375.897284,1380.131418,1385.742837,1395.607237,1414.207109,1434.154016,1431.421149,1444.680522,1443.183649,1478.06436,1484.615401,1495.683309,1497.556803,1505.117101,1520.36893,1543.002159,1541.626167,1551.970705,1534.635788,1571.36644,1600.832938,1623.907123,1629.266253,1622.382302,1619.535923,1628.872765,1664.152137,1753.106601,1795.468126,1864.764446,1892.00694,1963.537905,2033.483166,2055.644604,2078.761221,2048.032389,2068.931754,2045.964266,2036.419439,2033.20728,2081.62458,2120.352388,2155.727485,2195.510863,2203.556225,2182.811297,2100.072005,2069.385714,2060.391167,2096.79992,2091.14366,2112.508851,2131.568519
