zip,tract,usps_zip_pref_city,usps_zip_pref_state,res_ratio,bus_ratio,oth_ratio,tot_ratio
85016,04013108501,PHOENIX,AZ,0.06342711,0.079931136,0.079584775,0.066775244
85016,04013108502,PHOENIX,AZ,0.10741688,0.132316773,0.128719723,0.11230382
85016,04013108400,PHOENIX,AZ,0.182794699,0.143138219,0.255363322,0.180707729
85016,04013111601,PHOENIX,AZ,0,0.009345794,0.002768166,0.001554634
85016,04013108602,PHOENIX,AZ,0.027667984,0.017461879,0.008304498,0.025096239
85016,04013110802,PHOENIX,AZ,0.044919786,0.035661584,0.024221453,0.042419307
85016,04013106502,PHOENIX,AZ,0.014601256,0.014510576,0.01384083,0.014546935
85016,04013110702,PHOENIX,AZ,0.077423855,0.107230694,0.084429066,0.082284572
85016,04013111602,PHOENIX,AZ,0.018646826,0.005164781,0.004152249,0.015842464
85016,04013107800,PHOENIX,AZ,0.076354336,0.092228234,0.069204152,0.078360971
85016,04013111502,PHOENIX,AZ,0.005394094,0.132808657,0.026297578,0.025688481
85016,04013106400,PHOENIX,AZ,0.069379214,0.016969995,0.04982699,0.060445662
85016,04013110600,PHOENIX,AZ,0.000418507,0.016232169,0.004844291,0.003035238
85016,04013107700,PHOENIX,AZ,0.113554987,0.09296606,0.082352941,0.108787385
85016,04013107602,PHOENIX,AZ,0.004045571,0.016232169,0.007612457,0.006070477
85003,04013114200,PHOENIX,AZ,0.046131754,0.03030303,0.077738516,0.046221976
85003,04013113000,PHOENIX,AZ,0.191707054,0.068870523,0.22614841,0.17589261
85003,04013114900,PHOENIX,AZ,0.120983665,0.127640037,0.09540636,0.119983393
85003,04013114100,PHOENIX,AZ,0.137856758,0.561065197,0.279151943,0.212704124
85003,04013111800,PHOENIX,AZ,0.224376234,0.042240588,0.058303887,0.183919181
85003,04013113100,PHOENIX,AZ,0.278944534,0.169880624,0.263250883,0.261278716
85026,04013113801,PHOENIX,AZ,0,1,1,1
85020,04013106600,PHOENIX,AZ,0.00021852,0.00598444,0.001116695,0.000735058
85020,04013106502,PHOENIX,AZ,0.00010926,0.016157989,0.001116695,0.001424174
85020,04013106501,PHOENIX,AZ,0.000655559,0.012567325,0.002233389,0.001699821
85020,04013106300,PHOENIX,AZ,0.160284075,0.212447636,0.078726968,0.157577985
85020,04013104600,PHOENIX,AZ,0.077738323,0.144823459,0.091568956,0.084026278
85020,04013105300,PHOENIX,AZ,0.095383775,0.144823459,0.231155779,0.110350531
85020,04013106400,PHOENIX,AZ,0.000491669,0.002393776,0,0.000597234
85020,04013106200,PHOENIX,AZ,0.039606665,0.006582885,0.003350084,0.034088299
85020,04013103702,PHOENIX,AZ,0.096749522,0.04727708,0.032384143,0.087655625
85020,04013104801,PHOENIX,AZ,0.023600109,0.028725314,0.018983808,0.023613727
85020,04013104802,PHOENIX,AZ,0,0.001795332,0,0.000137823
85020,04013105102,PHOENIX,AZ,0.128653373,0.160981448,0.068676717,0.126200211
85020,04013104702,PHOENIX,AZ,0.113957935,0.087971275,0.173087661,0.116828226
85020,04013105200,PHOENIX,AZ,0.166347992,0.065230401,0.093802345,0.152616346
85020,04013104701,PHOENIX,AZ,0.096203223,0.062238181,0.203796762,0.102448661
85074,04013117200,PHOENIX,AZ,1,1,1,1
85061,04013109101,PHOENIX,AZ,1,1,1,1
85009,04013114301,PHOENIX,AZ,0,0.000345066,0,5.06303E-05
85009,04013117300,PHOENIX,AZ,0.032807571,0.053140097,0.005795981,0.032251532
85009,04013112100,PHOENIX,AZ,0.070311952,0.148723257,0.034003091,0.077059389
85009,04013112601,PHOENIX,AZ,0.075499474,0.018288475,0.008500773,0.058326161
85009,04013112700,PHOENIX,AZ,0.132632317,0.091097308,0.119010819,0.124753177
85009,04013112507,PHOENIX,AZ,0,0.001035197,0,0.000151891
85009,04013114402,PHOENIX,AZ,0.047879425,0.032091097,0.462132921,0.099843046
85009,04013114401,PHOENIX,AZ,0.042060988,0.041407867,0.030525502,0.040453648
85009,04013116800,PHOENIX,AZ,0.07998598,0.177363699,0.04984544,0.090324541
85009,04013114600,PHOENIX,AZ,0.036452857,0.06763285,0.042890263,0.041871298
85009,04013112900,PHOENIX,AZ,0,0.009661836,0.000772798,0.00151891
85009,04013112201,PHOENIX,AZ,0.077322117,0.078329883,0.015069552,0.069312946
85009,04013112602,PHOENIX,AZ,0.149526814,0.051414769,0.056414219,0.122930485
85009,04013114703,PHOENIX,AZ,0.026989134,0.056590752,0.026275116,0.031238925
85009,04013114800,PHOENIX,AZ,0,0.010006901,0.000772798,0.001569541
85009,04013112202,PHOENIX,AZ,0.116649141,0.005521049,0.064142195,0.093463622
85009,04013114500,PHOENIX,AZ,0.09744129,0.10110421,0.071097372,0.094526859
85009,04013114302,PHOENIX,AZ,0,0.001380262,0,0.000202521
85009,04013112301,PHOENIX,AZ,0.014230634,0.003795721,0.001931994,0.011088046
85009,04013112514,PHOENIX,AZ,0.000210305,0.045203589,0.008114374,0.007847704
85009,04013112512,PHOENIX,AZ,0,0.005866115,0.002704791,0.001215128
85080,04013616500,PHOENIX,AZ,1,1,1,1
85021,04013106802,PHOENIX,AZ,0,0.032914423,0.006079027,0.002930505
85021,04013106701,PHOENIX,AZ,0.023121387,0.010771993,0.013677812,0.021583403
85021,04013106003,PHOENIX,AZ,0.097185457,0.021543986,0.066109422,0.089403665
85021,04013104501,PHOENIX,AZ,0.089892496,0.110113704,0.210486322,0.098846404
85021,04013106100,PHOENIX,AZ,0.134352547,0.061041293,0.036474164,0.122662573
85021,04013105300,PHOENIX,AZ,0.040462428,0.004189108,0.003799392,0.035398642
85021,04013106002,PHOENIX,AZ,0.077629518,0.058049072,0.185410334,0.082705368
85021,04013105503,PHOENIX,AZ,0.138728324,0.05326152,0.056231003,0.127035073
85021,04013105400,PHOENIX,AZ,0.084436281,0.03111909,0.01899696,0.076286166
85021,04013105502,PHOENIX,AZ,0.055804657,0.035308199,0.015957447,0.051772258
85021,04013105501,PHOENIX,AZ,0.026146616,0.184320766,0.048632219,0.039817657
85021,04013106200,PHOENIX,AZ,0.033601642,0,0.000759878,0.02897944
85021,04013104502,PHOENIX,AZ,0.087569553,0.021543986,0.238601824,0.091682947
85021,04013104402,PHOENIX,AZ,0.07573875,0.31059246,0.075987842,0.094008745
85021,04013106702,PHOENIX,AZ,0.004267733,0.002393776,0.003039514,0.004046888
85021,04013106600,PHOENIX,AZ,0.000378154,0.000598444,0,0.000372128
85021,04013105200,PHOENIX,AZ,0.00027011,0,0,0.00023258
85021,04013104600,PHOENIX,AZ,0.030414348,0.062238181,0.019756839,0.032235557
85083,04013610800,PHOENIX,AZ,0.003757768,0,0,0.003744779
85083,04013611500,PHOENIX,AZ,0.355831768,0,0.666666667,0.355177877
85083,04013611900,PHOENIX,AZ,0.142650672,0.277777778,0,0.142877719
85083,04013611600,PHOENIX,AZ,0.167654285,0.166666667,0,0.167506841
85083,04013611400,PHOENIX,AZ,0.330105507,0.555555556,0.333333333,0.330692784
85085,04013611500,PHOENIX,AZ,8.02955E-05,0,0,7.49513E-05
85085,04013612200,PHOENIX,AZ,0.237112574,0.016105417,0.185365854,0.225003748
85085,04013611300,PHOENIX,AZ,0.268588405,0.265007321,0.156097561,0.26667666
85085,04013610700,PHOENIX,AZ,8.02955E-05,0,0,7.49513E-05
85085,04013611900,PHOENIX,AZ,8.02955E-05,0.001464129,0,0.000149903
85085,04013610500,PHOENIX,AZ,0.000160591,0,0.004878049,0.000224854
85085,04013612000,PHOENIX,AZ,0.148948129,0.070278184,0.082926829,0.143906461
85085,04013612400,PHOENIX,AZ,0.020716236,0,0,0.019337431
85085,04013612300,PHOENIX,AZ,0.324233178,0.647144949,0.570731707,0.344551042
85078,04013103501,PHOENIX,AZ,1,1,1,1
85017,04013106801,PHOENIX,AZ,0.168728909,0.029248613,0.223665224,0.152955958
85017,04013107201,PHOENIX,AZ,0.033424393,0.035804337,0.118326118,0.037627298
85017,04013109001,PHOENIX,AZ,0.135866945,0.124054463,0.151515152,0.135035048
85017,04013107300,PHOENIX,AZ,0.04266431,0.02824004,0.063492063,0.041727285
85017,04013107102,PHOENIX,AZ,0.001044512,0.002017146,0.002886003,0.001256448
85017,04013112100,PHOENIX,AZ,0.000723124,0.032274332,0.015873016,0.005554821
85017,04013107101,PHOENIX,AZ,0.004097702,0.001008573,0.004329004,0.003703214
85017,04013107000,PHOENIX,AZ,0.009320264,0.015128593,0.043290043,0.011638672
85017,04013109102,PHOENIX,AZ,0.137875623,0.024710035,0.047619048,0.118899616
85017,04013109200,PHOENIX,AZ,0.032219187,0.01412002,0.015873016,0.02909668
85017,04013109101,PHOENIX,AZ,0.07231239,0.014624307,0.002886003,0.06156593
85017,04013110100,PHOENIX,AZ,0.014703519,0.055975794,0.060606061,0.022219283
85017,04013107202,PHOENIX,AZ,0.113691146,0.022188603,0.011544012,0.097010977
85017,04013106900,PHOENIX,AZ,0.182066527,0.075138679,0.093795094,0.163999471
85017,04013116900,PHOENIX,AZ,0.051261449,0.525466465,0.144300144,0.117709298
85010,04013111501,PHOENIX,AZ,1,1,1,1
85063,04013109400,PHOENIX,AZ,1,1,1,1
85029,04013104203,PHOENIX,AZ,0.127328698,0.068376068,0.02106319,0.118170326
85029,04013104212,PHOENIX,AZ,0.122180351,0.03879027,0.011033099,0.111053888
85029,04013104402,PHOENIX,AZ,0,0.023011177,0.007021063,0.001966384
85029,04013104000,PHOENIX,AZ,0.140969163,0.124917817,0.078234704,0.136897795
85029,04013103900,PHOENIX,AZ,0.127328698,0.025641026,0.077231695,0.117748958
85029,04013103614,PHOENIX,AZ,0.051165012,0.00591716,0.003009027,0.045695023
85029,04013104302,PHOENIX,AZ,0.116872777,0.163050625,0.149448345,0.121681727
85029,04013104502,PHOENIX,AZ,0.007218301,0.003287311,0.056168506,0.009223278
85029,04013104401,PHOENIX,AZ,0.136245422,0.376725838,0.137412237,0.153424786
85029,04013103615,PHOENIX,AZ,0.1041346,0.073635766,0.425275827,0.116953041
85029,04013104205,PHOENIX,AZ,0,0.082182774,0.030090271,0.007256894
85029,04013104301,PHOENIX,AZ,0.066556977,0.014464168,0.004012036,0.059927899
85053,04013104212,PHOENIX,AZ,0.002011749,0.073407202,0.002430134,0.005725737
85053,04013104226,PHOENIX,AZ,0.17421743,0.286703601,0.04981774,0.172702548
85053,04013104100,PHOENIX,AZ,0.211716424,0.059556787,0.017010936,0.19238477
85053,04013618400,PHOENIX,AZ,0.117405649,0.048476454,0.007290401,0.107357572
85053,04013104000,PHOENIX,AZ,0.054960972,0.069252078,0.020656136,0.053678786
85053,04013104202,PHOENIX,AZ,0.151122556,0.041551247,0.008505468,0.137059834
85053,04013104207,PHOENIX,AZ,0.152490545,0.213296399,0.849331713,0.196679072
85053,04013618500,PHOENIX,AZ,0.136074676,0.207756233,0.044957473,0.134411681
85008,04013113502,PHOENIX,AZ,0.032622334,0.02026693,0.024924012,0.031256799
85008,04013111402,PHOENIX,AZ,0.076327896,0.021749876,0.040121581,0.070164624
85008,04013113300,PHOENIX,AZ,0.000669176,0.017301038,0.002431611,0.001994343
85008,04013111201,PHOENIX,AZ,0.08699289,0.04597133,0.148328267,0.087642324
85008,04013111203,PHOENIX,AZ,0.039439565,0.005931784,0.010334347,0.035245486
85008,04013111202,PHOENIX,AZ,0.038895859,0.025704399,0.07781155,0.040249474
85008,04013111501,PHOENIX,AZ,0.027436219,0.042511122,0.065045593,0.030785409
85008,04013113700,PHOENIX,AZ,0.148766207,0.140385566,0.117325228,0.146276017
85008,04013113801,PHOENIX,AZ,0.042743622,0.04695996,0.01337386,0.041301037
85008,04013113501,PHOENIX,AZ,0.062442493,0.053880376,0.120972644,0.065305678
85008,04013111502,PHOENIX,AZ,0.090673358,0.04695996,0.11550152,0.088947712
85008,04013111401,PHOENIX,AZ,0.062233375,0.047454276,0.039513678,0.059794039
85008,04013113601,PHOENIX,AZ,0.068799665,0.020761246,0.030395137,0.062984988
85008,04013111300,PHOENIX,AZ,0.105186115,0.402867029,0.10881459,0.127239104
85008,04013113400,PHOENIX,AZ,8.3647E-05,0.0064261,0,0.000543912
85008,04013111601,PHOENIX,AZ,0.004516939,0.019772615,0.015805471,0.006309377
85008,04013111204,PHOENIX,AZ,0.062233375,0.011863569,0.018237082,0.055914134
85008,04013320100,PHOENIX,AZ,0,0.000988631,0,7.25216E-05
85008,04013113602,PHOENIX,AZ,0.049937265,0.022244192,0.05106383,0.047973022
85031,04013110001,PHOENIX,AZ,0.12372104,0.084249084,0.047904192,0.120008681
85031,04013109900,PHOENIX,AZ,0.225449841,0.184981685,0.155688623,0.221788194
85031,04013093104,PHOENIX,AZ,0,0.010989011,0.005988024,0.000759549
85031,04013110100,PHOENIX,AZ,0.001176056,0.038461538,0,0.003363715
85031,04013112401,PHOENIX,AZ,0.0042338,0.016483516,0.035928144,0.005533854
85031,04013109802,PHOENIX,AZ,0.001528872,0,0,0.00141059
85031,04013112302,PHOENIX,AZ,0.057038692,0.064102564,0.107784431,0.058376736
85031,04013109400,PHOENIX,AZ,0.304127955,0.146520147,0.401197605,0.296549479
85031,04013109200,PHOENIX,AZ,0,0.025641026,0.017964072,0.001844618
85031,04013109300,PHOENIX,AZ,0.13454075,0.293040293,0.155688623,0.144314236
85031,04013110002,PHOENIX,AZ,0.148182994,0.135531136,0.071856287,0.146050347
85004,04013111800,PHOENIX,AZ,0.261351393,0.35182551,0.362711864,0.288603741
85004,04013113100,PHOENIX,AZ,0.307988302,0.184921764,0.142372881,0.269138756
85004,04013114900,PHOENIX,AZ,0.028012929,0.065908013,0.088135593,0.040561114
85004,04013113000,PHOENIX,AZ,0.262120979,0.077761972,0.174576271,0.214223575
85004,04013114100,PHOENIX,AZ,0.111128213,0.259364628,0.150847458,0.147672901
85004,04013114200,PHOENIX,AZ,0.029398184,0.060218113,0.081355932,0.039799913
85046,04013103501,PHOENIX,AZ,1,1,1,1
85070,04013116725,PHOENIX,AZ,1,1,1,1
85040,04013115802,PHOENIX,AZ,0.004206984,0.016528926,0.009393681,0.006829574
85040,04013115801,PHOENIX,AZ,0.125957089,0.046143251,0.116140051,0.110714286
85040,04013116500,PHOENIX,AZ,0.001430374,0.003443526,0.006831768,0.002192982
85040,04013116100,PHOENIX,AZ,0.139082878,0.05922865,0.217762596,0.130325815
85040,04013115300,PHOENIX,AZ,0.107193942,0.070936639,0.12382579,0.101817043
85040,04013115400,PHOENIX,AZ,0.027429533,0.056473829,0.041844577,0.03377193
85040,04013116300,PHOENIX,AZ,0.003197308,0.001721763,0,0.002694236
85040,04013116400,PHOENIX,AZ,0.001514514,0.003099174,0,0.001691729
85040,04013115200,PHOENIX,AZ,0.084307951,0.397038567,0.20324509,0.149937343
85040,04013115900,PHOENIX,AZ,0.157846024,0.024793388,0.067463706,0.127005013
85040,04013116000,PHOENIX,AZ,0.201766933,0.01584022,0.015371477,0.154260652
85040,04013116204,PHOENIX,AZ,0.086495583,0.092286501,0.058923997,0.085526316
85040,04013116203,PHOENIX,AZ,0.059570888,0.212465565,0.139197267,0.093233083
85028,04013104801,PHOENIX,AZ,0.13320615,0.176761434,0.069587629,0.134250099
85028,04013104802,PHOENIX,AZ,0.28896869,0.064276885,0.051546392,0.261871785
85028,04013103208,PHOENIX,AZ,0.169229043,0.138442522,0.190721649,0.167590028
85028,04013104900,PHOENIX,AZ,0.202783077,0.084054388,0.286082474,0.196478037
85028,04013105102,PHOENIX,AZ,0.004264392,0,0,0.003759398
85028,04013105101,PHOENIX,AZ,0.201548648,0.241038319,0.074742268,0.19984171
85028,04013103209,PHOENIX,AZ,0,0.295426452,0.327319588,0.036208943
85002,04013113100,PHOENIX,AZ,1,1,1,1
85027,04013614900,PHOENIX,AZ,0,0.003604903,0.001176471,0.000505329
85027,04013614800,PHOENIX,AZ,0.101080247,0.044340303,0.157647059,0.096058434
85027,04013616400,PHOENIX,AZ,0.182925485,0.080028839,0.144705882,0.16832047
85027,04013618900,PHOENIX,AZ,0,0.001081471,0,0.000137817
85027,04013618400,PHOENIX,AZ,0.009369489,0.003244412,0.003529412,0.008360897
85027,04013614700,PHOENIX,AZ,0.088789683,0.680245133,0.468235294,0.178978317
85027,04013616600,PHOENIX,AZ,0.139109347,0.043979813,0.038823529,0.123070562
85027,04013616700,PHOENIX,AZ,0.063712522,0.007209805,0.004705882,0.054208012
85027,04013618600,PHOENIX,AZ,0.019345238,0.006488825,0.022352941,0.017824329
85027,04013616500,PHOENIX,AZ,0.113095238,0.049747657,0.047058824,0.102443954
85027,04013618700,PHOENIX,AZ,5.51146E-05,0.007209805,0.002352941,0.001056597
85027,04013614600,PHOENIX,AZ,0.181272046,0.042898342,0.050588235,0.158535465
85027,04013614500,PHOENIX,AZ,0.101245591,0.019105984,0.052941176,0.088891951
85027,04013611900,PHOENIX,AZ,0,0.00036049,0,4.5939E-05
85027,04013612300,PHOENIX,AZ,0,0.010454218,0.005882353,0.001561926
85043,04013082206,PHOENIX,AZ,0.000357814,0.000764526,0,0.000388531
85043,04013112505,PHOENIX,AZ,0.115305483,0.016819572,0.041884817,0.103116015
85043,04013112514,PHOENIX,AZ,0.060917792,0.088685015,0.057591623,0.063641309
85043,04013112509,PHOENIX,AZ,0.024868056,0.008409786,0.005235602,0.02261248
85043,04013112507,PHOENIX,AZ,0.025315323,0.01146789,0.005235602,0.023311835
85043,04013112511,PHOENIX,AZ,0.332319528,0.032874618,0.09947644,0.294972414
85043,04013112510,PHOENIX,AZ,0.110832812,0.124617737,0.12565445,0.112673867
85043,04013112508,PHOENIX,AZ,0.066463906,0.146788991,0.060209424,0.074442459
85043,04013082205,PHOENIX,AZ,0,0.01146789,0.020942408,0.001787241
85043,04013112513,PHOENIX,AZ,0.212094105,0.066513761,0.091623037,0.193721346
85043,04013112512,PHOENIX,AZ,0.051525181,0.491590214,0.492146597,0.109332504
85030,04013113100,PHOENIX,AZ,1,1,1,1
85060,04013110902,PHOENIX,AZ,1,1,1,1
85001,04013113100,PHOENIX,AZ,1,1,1,1
85054,04013615100,PHOENIX,AZ,0,0.002506266,0,0.000135704
85054,04013615200,PHOENIX,AZ,1,0.992481203,1,0.999592889
85054,04013613300,PHOENIX,AZ,0,0.005012531,0,0.000271407
