GEOID10,GEOID20,WEIGHT,PAREA
40130719123004,40130719122002,1,1
40130719123005,40130719122003,1,1
40130719123006,40130719122004,1,1
40130719123007,40130719122002,1,1
40130719123008,40130719122002,1,1
40130719123009,40130719122002,1,1
40130719131000,40130719131000,1,1
40130719131001,40130719131001,1,1
40130719131002,40130719131002,1,1
40130719131003,40130719131003,1,1
40130719131004,40130719131004,1,1
40130719131005,40130719131005,1,1
40130719131006,40130719131006,1,1
40130719131007,40130719131007,1,1
40130719131008,40130719131008,1,1
40130719131009,40130719131009,1,1
40130719131010,40130719131010,1,1
40130719131011,40130719131011,1,1
40130719131012,40130719131012,1,1
40130719131013,40130719131014,1,1
40130719131014,40130719131015,1,1
40130719131015,40130719131013,1,1
40130719131016,40130719131019,1,1
40130719131017,40130719131016,1,1
40130719131018,40130719131018,1,1
40130719131019,40130719131017,1,1
40130719131020,40130719131020,1,1
40130719131021,40130719131021,1,1
40130719131022,40130719131022,1,1
40130719131023,40130719131023,1,1
40130719131024,40130719131024,1,1
40130719131025,40130719131025,0.622998656,0.622998656
40130719131025,40130719131026,0.189249376,0.189249376
40130719131025,40130719131027,0.187751968,0.187751968
40130719132000,40130719132000,1,1
40130719132001,40130719132000,1,1
40130719132002,40130719132003,1,1
40130719132003,40130719132001,1,1
40130719132004,40130719132002,1,1
40130719132005,40130719132003,1,1
40130719133000,40130719133000,0.472945512,0.472945512
40130719133000,40130719133001,0.527054488,0.527054488
40130719133001,40130719133003,0.828724492,0.876510129
40130719133001,40130719133007,0.148515807,0.086673345
40130719133001,40130719133008,0.022759701,0.036816526
40130719133002,40130719133010,1,1
40130719133003,40130719133004,1,1
40130719133004,40130719133005,1,1
40130719133005,40130719133003,1,1
40130719133006,40130719133008,1,1
40130719133007,40130719133009,1,1
40130719133008,40130719133003,1,1
40130719133009,40130719133008,1,1
40130719133010,40130719133006,1,1
40130719133011,40130719133003,1,1
40130719133012,40130719133003,1,1
40130719133013,40130719133002,1,1
40130719133014,40130719133011,1,1
40130719133015,40130719133012,1,1
40130719133016,40130719133013,1,1
40130719141000,40130719141000,1,1
40130719141001,40130719141001,1,1
40130719141002,40130719141002,1,1
40130719141003,40130719141003,1,1
40130719141004,40130719141004,1,1
40130719141005,40130719141005,1,1
40130719141006,40130719141006,1,1
40130719141007,40130719141007,1,1
40130719141008,40130719141008,1,1
40130719141009,40130719141009,1,1
40130719142000,40130719142000,1,1
40130719142001,40130719142001,1,1
40130719142002,40130719142003,1,1
40130719142003,40130719142002,1,1
40130719142004,40130719142001,1,1
40130719142005,40130719142007,1,1
40130719142006,40130719142006,1,1
40130719142007,40130719142001,1,1
40130719142008,40130719142004,1,1
40130719142009,40130719142005,1,1
40130719143000,40130719143000,1,1
40130719143001,40130719143001,1,1
40130719143002,40130719143002,1,1
40130719143003,40130719143003,1,1
40130719143004,40130719143004,1,1
40130719143005,40130719143005,1,1
40130719143006,40130719143006,1,1
40130719143007,40130719143007,1,1
40130719143008,40130719143008,1,1
40130719143009,40130719143009,1,1
40130719143010,40130719143010,1,1
40130719143011,40130719143011,1,1
40130719143012,40130719143012,1,1
40130719143013,40130719143013,1,1
40130719143014,40130719143016,1,1
40130719143015,40130719143015,1,1
40130719143016,40130719143014,1,1
40130719151000,40130923052005,1,1
40130719151001,40130719151000,1,1
40130719151002,40130719151002,1,1
40130719151003,40130719151001,1,1
40130719151004,40130719151003,1,1
40130719151005,40130923052006,1,1
40130719151006,40130923052024,1,1
40130719151007,40130719151005,1,1
40130719151008,40130719151004,1,1
40130719151009,40130719151005,1,1
40130719151010,40130719151005,1,1
40130719151011,40130719151006,1,1
40130719151012,40130719151006,1,1
40130719151013,40130719151007,1,1
40130719151014,40130719151011,1,1
40130719151015,40130719151010,1,1
40130719151016,40130719151008,1,1
40130719151017,40130923052024,1,1
40130719151018,40130719151007,1,0.548045305
40130719151018,40130719151009,0,0.224333212
40130719151018,40130923052024,0,0.227621483
40130719151019,40130719151012,1,1
40130719152000,40130719152000,1,1
40130719152001,40130719152001,1,1
40130719152002,40130719152002,0.843817787,0.89640702
40130719152002,40130719152007,0.156182213,0.10359298
40130719152003,40130719152005,1,1
40130719152004,40130719152006,1,1
40130719152005,40130719152008,1,1
40130719152006,40130719152008,1,1
40130719152007,40130719152003,1,1
40130719152008,40130719152004,1,1
40130719152009,40130719152009,1,1
40130719152010,40130719152010,1,1
40130719153000,40130923051011,1,1
40130719153001,40130719153000,1,1
40130719153002,40130719153001,1,1
40130719153003,40130719153002,1,1
40130719153004,40130719153003,1,1
40130719153005,40130719153004,1,1
40130719153006,40130719153005,1,1
40130719153007,40130719153006,1,1
40130719153008,40130719153007,1,1
40130719153009,40130923051012,1,1
40130719153010,40130923051027,1,1
40130719153011,40130719153014,1,1
40130719153012,40130719153013,1,1
40130719153013,40130719153008,1,1
40130719153014,40130719153009,1,1
40130719153015,40130719153010,1,1
40130719153016,40130719153011,1,1
40130719153017,40130719153012,1,1
40130719153018,40130719153016,1,1
40130719153019,40130719153015,1,1
40130820021000,40130820021000,1,1
40130820021001,40130820021000,1,1
40130820021002,40130820021000,1,1
40130820021003,40130820021001,1,1
40130820021004,40130820021002,1,1
40130820021005,40130820021003,1,1
40130820021006,40130820021005,1,1
40130820021007,40130820021004,1,1
40130820021008,40130820021006,1,1
40130820021009,40130820021007,1,1
40130820021010,40130820021008,1,1
40130820021011,40130820021009,1,1
40130820021012,40130820021010,1,1
40130820021013,40130820021010,1,1
40130820021014,40130820021000,1,1
40130820021015,40130820021015,1,1
40130820021016,40130820021013,1,1
40130820021017,40130820021012,1,1
40130820021018,40130820021011,1,1
40130820021019,40130820021014,1,1
40130820021020,40130820021000,1,1
40130820021021,40130820021007,1,1
40130820022000,40130820022000,1,1
40130820022001,40130820022000,1,1
40130820022002,40130820022005,1,1
40130820022003,40130820022001,1,1
40130820022004,40130820022004,1,1
40130820022005,40130820022000,1,1
40130820022006,40130820022003,1,1
40130820022007,40130820022006,1,1
40130820022008,40130820022000,1,1
40130820022009,40130820022004,1,1
40130820022010,40130820022002,1,1
40130820022011,40130820022000,1,1
40130820022012,40130820022000,1,1
40130820022013,40130820022004,1,1
40130820022014,40130820022007,1,1
40130820022015,40130820022008,1,1
40130820022016,40130820022000,1,1
40130820022017,40130820022000,1,1
40130820022018,40130820022009,1,1
40130820022019,40130820022010,1,1
40130820022020,40130820022011,1,1
40130820022021,40130820022011,1,1
40130820022022,40130820022012,1,1
40130820022023,40130820022012,1,1
40130820022024,40130820022000,1,1
40130820022025,40130820022013,1,1
40130820023000,40130820023000,1,1
40130820023001,40130820023001,1,1
40130820023002,40130820023002,0.798507463,0.799507457
40130820023002,40130820023015,0.154228856,0.189997238
40130820023002,40130820023016,0.047263682,0.010495305
40130820023003,40130820023019,1,1
40130820023004,40130820023003,1,1
40130820023005,40130820023004,1,1
40130820023006,40130820023014,1,1
40130820023007,40130820023005,1,1
40130820023008,40130820023006,1,1
40130820023009,40130820023007,1,1
40130820023010,40130820023008,1,1
40130820023011,40130820023009,1,1
40130820023012,40130820023010,1,1
40130820023013,40130820023011,1,1
40130820023014,40130820023012,1,1
40130820023015,40130820023013,1,1
40130820023016,40130820023017,1,1
40130820023017,40130820023018,1,1
40130820071000,40130820071000,1,1
40130820071001,40130820071001,1,1
40130820071002,40130820071002,1,1
40130820071003,40130820071003,1,1
40130820071004,40130820071004,1,1
40130820071005,40130820071005,1,1
40130820071006,40130820071006,1,1
40130820071007,40130820071007,1,1
40130820071008,40130820071008,1,1
40130820071009,40130820071005,1,1
40130820071010,40130820071012,1,1
40130820071011,40130820071010,1,1
40130820071012,40130820071009,1,1
40130820071013,40130820071013,1,1
40130820071014,40130820071014,1,1
40130820071015,40130820071011,1,1
40130820071016,40130820071015,1,1
40130820071017,40130820071016,1,1
40130820071018,40130820071017,1,1
40130820071019,40130820071018,1,1
40130820071020,40130820071019,1,1
40130820071021,40130820071020,1,1
40130820072000,40130820072000,1,1
40130820072001,40130820072001,1,1
40130820072002,40130820072005,1,1
40130820072003,40130820072002,1,1
40130820072004,40130820072004,1,1
40130820072005,40130820072003,1,1
40130820072006,40130820072006,1,1
40130820072007,40130820072007,1,1
40130820072008,40130820072008,0.588235294,0.761625246
40130820072008,40130820072010,0.145882353,0.101268209
40130820072008,40130820072012,0.070588235,0.053420932
40130820072008,40130820072022,0.195294118,0.083685614
40130820072009,40130820072009,1,1
40130820072010,40130820072011,1,1
40130820072011,40130820072013,1,1
40130820072012,40130820072014,1,1
40130820072013,40130820072015,1,1
40130820072014,40130820072016,1,1
40130820072015,40130820072017,1,1
40130820072016,40130820072018,1,1
40130820072017,40130820072019,1,1
40130820072018,40130820072020,1,1
40130820072019,40130820072021,1,1
40130820072020,40130820072023,1,1
40130820081000,40130820081000,1,1
40130820081001,40130820081002,1,1
40130820081002,40130820081001,1,1
40130820081003,40130820081003,1,1
40130820081004,40130820081004,1,1
40130820081005,40130820081005,1,1
40130820081006,40130820081006,1,1
40130820081007,40130820081007,1,1
40130820081008,40130820081008,1,1
40130820081009,40130820081009,1,1
40130820081010,40130820081010,1,1
40130820081011,40130820081013,1,1
40130820081012,40130820081012,1,1
40130820081013,40130820081011,1,1
40130820081014,40130820081016,1,1
40130820081015,40130820081016,1,1
40130820081016,40130820081016,1,1
40130820081017,40130820081015,1,1
40130820081018,40130820081014,1,1
40130820081019,40130820081017,1,1
40130820082000,40130820082000,1,1
40130820082001,40130820082004,1,1
40130820082002,40130820082003,1,1
40130820082003,40130820082007,1,1
40130820082004,40130820082002,1,1
40130820082005,40130820082001,1,1
40130820082006,40130820082008,1,1
40130820082007,40130820082006,1,1
40130820082008,40130820082009,1,1
40130820082009,40130820082010,1,1
40130820082010,40130820082005,1,1
40130820082011,40130820082011,1,1
40130820083000,40130820083000,1,1
40130820083001,40130820083001,1,1
40130820083002,40130820083002,1,1
40130820083003,40130820083003,1,1
40130820083004,40130820083004,1,1
40130820083005,40130820083005,1,1
40130820083006,40130820083006,1,1
40130820083007,40130820083007,1,1
40130820083008,40130820083008,1,1
40130820083009,40130820083009,1,1
40130820083010,40130820083010,1,1
40130820083011,40130820083011,1,1
40130820083012,40130820083012,1,1
40130820083013,40130820083013,1,1
40130820083014,40130820083014,1,1
40130820083015,40130820083016,1,1
40130820083016,40130820083015,1,1
40130820091000,40130820091000,1,1
40130820091001,40130820091001,1,1
40130820091002,40130820091002,1,1
40130820091003,40130820091003,1,1
40130820091004,40130820091004,1,1
40130820091005,40130820091005,1,1
40130820091006,40130820091006,1,1
40130820091007,40130820091007,1,1
40130820091008,40130820091008,1,1
40130820091009,40130820091009,1,1
40130820091010,40130820091010,1,1
40130820091011,40130820091011,1,1
40130820091012,40130820091012,1,1
40130820091013,40130820091013,1,1
40130820091014,40130820091013,1,1
40130820091015,40130820091014,1,1
40130820091016,40130820091015,1,1
40130820091017,40130820091016,1,1
40130820091018,40130820091017,1,1
40130820091019,40130820091017,1,1
40130820091020,40130820091017,1,1
40130820091021,40130820091017,1,1
40130820091022,40130820091000,1,1
40130820092000,40130820092000,1,1
40130820092001,40130820092001,1,1
40130820092002,40130820092002,1,1
40130820092003,40130820092003,1,1
40130820092004,40130820092004,1,1
40130820092005,40130820092005,1,1
40130820092006,40130820092008,1,1
40130820092007,40130820092007,1,1
40130820092008,40130820092006,1,1
40130820092009,40130820092011,1,1
40130820092010,40130820092012,1,1
40130820092011,40130820092010,1,1
40130820092012,40130820092013,1,1
40130820092013,40130820092009,1,1
40130820092014,40130820092015,1,1
40130820092015,40130820092014,1,1
40130820092016,40130820092018,1,1
40130820092017,40130820092019,1,1
40130820092018,40130820092016,1,1
40130820092019,40130820092017,1,1
40130820101000,40130820101000,1,1
40130820101001,40130820101000,1,1
40130820101002,40130820101000,1,1
40130820101003,40130820101001,1,1
40130820101004,40130820101002,1,1
40130820101005,40130820101003,1,1
40130820101006,40130820101007,1,1
40130820101007,40130820101006,1,1
40130820101008,40130820101005,1,1
40130820101009,40130820101004,1,1
40130820101010,40130820101008,1,1
40130820101011,40130820101009,1,1
40130820101012,40130820101010,1,1
40130820101013,40130820101011,1,1
40130820101014,40130820101012,1,1
40130820101015,40130820101013,1,1
40130820102000,40130820102000,1,1
40130820102001,40130820102001,1,1
40130820102002,40130820102002,1,1
40130820102003,40130820102003,1,1
40130820102004,40130820102004,1,1
40130820102005,40130820102005,1,1
40130820102006,40130820102006,1,1
40130820102007,40130820102002,1,1
40130820102008,40130820102007,1,1
40130820102009,40130820102008,1,1
40130820102010,40130820102009,1,1
40130820102011,40130820102010,1,1
40130820102012,40130820102011,1,1
40130820102013,40130820102012,1,1
40130820102014,40130820102013,1,1
40130820102015,40130820102014,1,1
40130820102016,40130820102015,1,1
40130820102017,40130820102016,1,1
40130820102018,40130820102017,1,1
40130820102019,40130820102012,1,1
40130820102020,40130820102012,1,1
40130820102021,40130820102016,1,1
40130820102022,40130820102021,1,1
40130820102023,40130820102020,1,1
40130820102024,40130820102018,1,1
40130820102025,40130820102019,1,1
40130820102026,40130820102020,1,1
40130820102027,40130820102020,1,1
40130820121000,40130820123000,1,1
40130820121001,40130820123001,1,1
40130820121002,40130820123002,1,1
40130820121003,40130820122016,0.2888827,0.234433781
40130820121003,40130820122018,0.04158881,0.042834253
40130820121003,40130820122027,0.071881893,0.068491775
40130820121003,40130820123004,0.329629824,0.415882584
40130820121003,40130820123007,0.109876608,0.084906279
40130820121003,40130820123008,0.069314683,0.056667022
40130820121003,40130820123011,0.04415602,0.048212866
40130820121003,40130820123013,0.044669462,0.04857144
40130820121004,40130820122017,1,1
40130820121005,40130820123012,1,1
40130820121006,40130820122029,1,1
40130820121007,40130820123015,1,1
40130820121008,40130820123003,1,1
40130820121009,40130820122029,1,1
40130820121010,40130820123006,1,1
40130820121011,40130820123010,1,1
40130820121012,40130820123012,1,1
40130820121013,40130820122023,1,1
40130820121014,40130820122016,1,1
40130820121015,40130820122016,1,1
40130820121016,40130820123005,1,1
40130820121017,40130820123009,1,1
40130820121018,40130820122028,1,1
40130820121019,40130820122008,1,1
40130820121020,40130820123012,1,1
40130820121021,40130820122026,0.606382979,0.606382979
40130820121021,40130820123014,0.393617021,0.393617021
40130820121022,40130820122019,1,1
40130820121023,40130820122008,1,1
40130820121024,40130820122009,1,1
40130820121025,40130820122023,1,1
40130820121026,40130820122029,1,1
40130820121027,40130820122028,1,1
40130820122000,40130820121000,0.912561065,0.892895384
40130820122000,40130820122000,0.087438935,0.107104616
40130820122001,40130820121002,1,1
40130820122002,40130820122003,1,1
40130820122003,40130820121000,1,1
40130820122004,40130820121003,1,1
40130820122005,40130820122002,1,1
40130820122006,40130820121004,1,1
40130820122007,40130820121006,1,1
40130820122008,40130820121007,1,1
40130820122009,40130820121001,1,1
40130820122010,40130820121005,1,1
40130820122011,40130820122000,1,1
40130820122012,40130820122002,1,1
40130820122013,40130820122003,1,1
40130820122014,40130820122001,1,1
40130820122015,40130820122001,1,1
40130820122016,40130820122013,1,1
40130820122017,40130820122012,1,1
40130820122018,40130820121008,1,1
40130820122019,40130820121009,0.377373485,0.268510576
40130820122019,40130820121010,0.622626515,0.731489424
40130820122020,40130820121011,1,1
40130820122021,40130820121010,1,1
40130820122022,40130820122010,1,1
40130820122023,40130820122004,1,1
40130820122024,40130820122012,1,1
40130820122025,40130820122011,1,1
40130820122026,40130820122011,1,1
40130820122027,40130820122014,1,1
40130820122028,40130820122015,1,1
40130820122029,40130820121012,1,1
40130820122030,40130820122010,1,1
40130820122031,40130820122000,0.045998426,0.004657565
40130820122031,40130820122005,0,0.873384551
40130820122031,40130820122007,0.458997194,0.029506367
40130820122031,40130820122022,0.49500438,0.092451516
40130820122032,40130820122006,1,1
40130820122033,40130820122005,0,0.008403361
40130820122033,40130820122022,1,0.991596639
40130820122034,40130820122021,1,1
40130820122035,40130820122020,1,1
40130820122036,40130820122025,1,1
40130820122037,40130820122024,1,1
40130820161000,40130820162000,0,0.050515278
40130820161000,40130820162001,1,0.949484722
40130820161001,40130820162002,1,1
40130820161002,40130820162003,1,0.924794857
40130820161002,40130820162006,0,0.075205143
40130820161003,40130820162005,1,1
40130820161004,40130820162004,1,1
40130820161005,40130820162007,0,0.997728861
40130820161005,40130927204011,1,0.002271139
40130820161006,40130927203049,1,1
40130820161007,40130820161000,0.997573552,0.997573552
40130820161007,40130927203050,0.002426448,0.002426448
40130820161008,40130820161000,1,1
40130820161009,40130820161000,1,1
40130820161010,40130820161001,1,1
40130820161011,40130820161000,0,0.00416693
40130820161011,40130820161001,1,0.99583307
40130820161012,40130820161000,0.005957272,0.005957272
40130820161012,40130820161002,0.994042728,0.994042728
40130820161013,40130820162008,1,1
40130820161014,40130820162013,1,1
40130820161015,40130820162011,1,1
40130820161016,40130820162010,1,1
40130820161017,40130820162012,1,1
40130820161018,40130820162024,1,1
40130820161019,40130820162009,1,1
40130820161020,40130820162007,0,0.003472028
40130820161020,40130820162008,1,0.996527972
40130820161021,40130820161003,1,1
40130820161022,40130820161004,1,1
40130820161023,40130820161001,1,1
40130820161024,40130820161004,1,1
40130820161025,40130820161004,1,1
40130820161026,40130820161004,1,1
40130820161027,40130820161001,1,1
40130820161028,40130820162030,1,1
40130820161029,40130820162030,0.586431471,0.965968315
40130820161029,40130820162031,0.413568529,0.034031685
40130820161030,40130820162017,0.697332788,0.902223565
40130820161030,40130820162018,0.064456906,0.015902211
40130820161030,40130820162019,0.050444535,0.029391362
40130820161030,40130820162021,0.050444535,0.012028842
40130820161030,40130820162022,0.039234639,0.013006539
40130820161030,40130820162023,0.053947628,0.015779399
40130820161030,40130820162025,0.044138968,0.011668082
40130820161031,40130820162020,1,1
40130820161032,40130820162028,1,1
40130820161033,40130820162029,1,1
40130820161034,40130820162027,1,1
40130820161035,40130820162026,1,1
40130820161036,40130820162014,1,1
40130820161037,40130820162015,1,1
40130820161038,40130820162016,1,1
40130820161039,40130820162017,1,1
40130820161040,40130820162030,1,1
40130820161041,40130820162030,0.714304716,0.980410742
40130820161041,40130820162031,0.285695284,0.019589258
40130820161042,40130820162030,1,1
40130820161043,40130820161003,1,1
40130820161044,40130820161004,1,1
40130820161045,40130820162032,1,1
40130820171000,40130820173000,1,1
40130820171001,40130820173001,1,1
40130820171002,40130820173002,1,1
40130820171003,40130820173003,1,1
40130820171004,40130820173005,1,1
40130820171005,40130820173016,1,1
40130820171006,40130820173004,1,1
40130820171007,40130820173007,1,1
40130820171008,40130820173009,1,1
40130820171009,40130820173006,1,1
40130820171010,40130820173010,1,1
40130820171011,40130820173009,1,1
40130820171012,40130820173007,1,1
40130820171013,40130820173008,1,1
40130820171014,40130820173011,1,1
40130820171015,40130820173007,1,1
40130820171016,40130820173012,1,1
40130820171017,40130820173013,1,1
40130820171018,40130820173014,1,1
40130820171019,40130820173015,1,1
40130820171020,40130820173017,1,1
40130820171021,40130820173019,1,1
40130820171022,40130820173018,1,1
40130820171023,40130820172000,0,0.976470042
40130820171023,40130820172001,1,0.023529958
40130820171024,40130820173019,1,1
40130820171025,40130820173019,1,1
40130820171026,40130820172001,1,1
40130820171027,40130820172004,1,1
40130820171028,40130820172004,1,1
40130820171029,40130820172001,1,1
40130820171030,40130820172001,1,1
40130820171031,40130820172002,1,1
40130820171032,40130820172001,1,1
40130820171033,40130820173020,1,1
40130820171034,40130820173007,1,1
40130820171035,40130820173007,1,1
40130820172000,40130820171000,1,1
40130820172001,40130820171001,1,1
40130820172002,40130820171003,1,1
40130820172003,40130820171004,1,1
40130820172004,40130820171001,1,1
40130820172005,40130820171002,1,1
40130820172006,40130820172000,1,1
40130820172007,40130820172001,1,1
40130820172008,40130820172001,1,1
40130820172009,40130820172003,1,1
40130820172010,40130820171008,1,1
40130820172011,40130820171006,1,1
40130820172012,40130820171007,1,1
40130820172013,40130820171005,1,1
40130820172014,40130820171010,1,1
40130820172015,40130820171009,1,1
40130820172016,40130820171011,1,1
40130820172017,40130820171012,1,1
40130820181000,40130820181000,1,1
40130820181001,40130820181001,1,1
40130820181002,40130820181003,1,1
40130820181003,40130820181005,1,1
40130820181004,40130820181004,1,1
40130820181005,40130820181009,1,1
40130820181006,40130820181002,1,1
40130820181007,40130820181010,1,1
40130820181008,40130820181008,1,1
40130820181009,40130820181006,1,1
40130820181010,40130820181007,1,1
40130820181011,40130820181013,1,1
40130820181012,40130820181012,1,1
40130820181013,40130820181011,1,1
40130820181014,40130820181018,1,1
40130820181015,40130820181014,1,1
40130820181016,40130820181015,1,1
40130820181017,40130820181016,1,1
40130820181018,40130820181017,1,1
40130820181019,40130820181019,1,1
40130820182000,40130820182000,1,1
40130820182001,40130820182001,1,1
40130820182002,40130820182004,1,1
40130820182003,40130820182003,1,1
40130820182004,40130820182002,1,1
40130820182005,40130820182005,1,1
40130820182006,40130820182006,1,1
40130820182007,40130820182007,1,1
40130820182008,40130820182010,1,1
40130820182009,40130820182008,1,1
40130820182010,40130820182009,1,1
40130820182011,40130820182011,1,1
40130820182012,40130820182012,1,1
40130820182013,40130820182013,1,1
40130820182014,40130820182014,1,1
40130820182015,40130820182015,1,1
40130820191000,40130820191000,1,0.998851798
40130820191000,40130820191010,0,0.001148202
40130820191001,40130820191000,1,0.9960251
40130820191001,40130820191010,0,0.0039749
40130820191002,40130820191001,1,1
40130820191003,40130820191009,1,1
40130820191004,40130820191002,1,1
40130820191005,40130820191007,1,1
40130820191006,40130820191005,1,1
40130820191007,40130820191006,1,1
40130820191008,40130820191003,1,1
40130820191009,40130820191008,1,1
40130820191010,40130820191004,1,1
40130820191011,40130820191010,1,1
40130820191012,40130820191011,1,1
40130820191013,40130820191011,1,1
40130820192000,40130820192000,1,1
40130820192001,40130820192008,1,1
40130820192002,40130820192009,1,1
40130820192003,40130820192007,1,1
40130820192004,40130820192005,1,1
40130820192005,40130820192006,1,1
40130820192006,40130820192001,1,1
40130820192007,40130820192004,1,1
40130820192008,40130820192002,1,1
40130820192009,40130820192003,1,1
40130820192010,40130820192010,1,1
40130820192011,40130820192000,1,1
40130820192012,40130820192010,1,1
40130820192013,40130820192011,1,1
40130820192014,40130820192012,1,1
40130820192015,40130820192012,1,1
40130820192016,40130820192012,1,1
40130820192017,40130820192012,1,1
40130820192018,40130820192013,1,1
40130820192019,40130820192013,1,1
40130820192020,40130820192013,1,1
40130820192021,40130820192014,1,1
40130820192022,40130820192015,1,1
40130820192023,40130820192016,1,1
40130820201000,40130820201000,1,1
40130820201001,40130820201006,1,1
40130820201002,40130820201010,1,1
40130820201003,40130820201003,1,1
40130820201004,40130820201007,1,1
40130820201005,40130820201001,1,1
40130820201006,40130820201005,1,1
40130820201007,40130820201002,1,1
40130820201008,40130820201004,1,1
40130820201009,40130820201000,1,1
40130820201010,40130820201003,1,1
40130820201011,40130820201012,1,1
40130820201012,40130820201013,1,1
40130820201013,40130820201014,1,1
40130820201014,40130820201009,1,1
40130820201015,40130820201008,1,1
40130820201016,40130820201015,1,1
40130820201017,40130820201018,1,1
40130820201018,40130820201016,1,1
40130820201019,40130820201017,1,1
40130820201020,40130820201011,1,1
40130820201021,40130820201019,1,1
40130820202000,40130820202000,1,1
40130820202001,40130820202001,1,1
40130820202002,40130820202002,1,1
40130820202003,40130820202007,1,1
40130820202004,40130820202003,1,1
40130820202005,40130820202006,1,1
40130820202006,40130820202009,1,1
40130820202007,40130820202005,1,1
40130820202008,40130820202004,1,1
40130820202009,40130820202009,1,1
40130820202010,40130820202011,1,1
40130820202011,40130820202008,1,1
40130820202012,40130820202012,1,1
40130820202013,40130820202010,1,1
40130820202014,40130820202013,1,1
40130820202015,40130820202014,1,1
40130820202016,40130820202015,1,1
40130820202017,40130820202016,1,1
40130820202018,40130820202019,1,1
40130820202019,40130820202018,1,1
40130820202020,40130820202017,1,1
40130820202021,40130820202020,1,1
40130820211000,40130820211000,1,0.118846003
40130820211000,40130820212000,0,0.881153997
40130820211001,40130820211007,1,1
40130820211002,40130820211010,1,1
40130820211003,40130820211002,1,1
40130820211004,40130820211003,1,1
40130820211005,40130820211000,1,0.286539257
40130820211005,40130820212000,0,0.713460743
40130820211006,40130820211011,1,1
40130820211007,40130820211006,1,1
40130820211008,40130820211009,1,1
40130820211009,40130820211004,1,1
40130820211010,40130820211001,1,1
40130820211011,40130820212002,1,1
40130820211012,40130820211008,1,1
40130820211013,40130820211005,1,1
40130820211014,40130820211012,1,1
40130820211015,40130820211016,1,1
40130820211016,40130820211013,1,1
40130820211017,40130820211015,1,1
40130820211018,40130820211014,1,1
40130820211019,40130820211012,1,1
40130820211020,40130820212000,0.056168854,0.056168854
40130820211020,40130820212001,0.943831146,0.943831146
40130820211021,40130820212002,1,1
40130820211022,40130820212003,1,1
40130820211023,40130820212007,1,1
40130820211024,40130820212006,1,1
40130820211025,40130820212008,1,1
40130820211026,40130820212002,1,1
40130820211027,40130820212009,1,1
40130820211028,40130820211017,1,1
40130820211029,40130820211018,1,1
40130820211030,40130820212004,1,1
40130820211031,40130820212013,1,1
40130820211032,40130820212005,0.396946565,0.281764299
40130820211032,40130820212010,0.603053435,0.718235701
40130820211033,40130820212012,1,1
40130820211034,40130820212011,1,1
40130820211035,40130820212014,1,1
40130820221000,40130820221000,1,1
40130820221001,40130820221001,1,1
40130820221002,40130820221002,1,1
40130820221003,40130820221003,1,1
40130820221004,40130820221004,1,1
40130820221005,40130820221005,1,1
40130820221006,40130820221005,1,1
40130820221007,40130820221005,1,1
40130820221008,40130820221005,1,1
40130820221009,40130820221006,1,1
40130820221010,40130820221009,1,1
40130820221011,40130820221007,1,1
40130820221012,40130820221008,1,1
40130820221013,40130820221005,0.044847955,0.04680364
40130820221013,40130820221025,0.955152045,0.95319636
40130820221014,40130820221029,1,1
40130820221015,40130820221026,1,1
40130820221016,40130820221027,1,1
40130820221017,40130820221028,1,1
40130820221018,40130820221015,1,1
40130820221019,40130820221006,0.147293601,0.100734051
40130820221019,40130820221014,0.852706399,0.899265949
40130820221020,40130820221016,1,1
40130820221021,40130820221013,1,1
40130820221022,40130820221012,1,1
40130820221023,40130820221011,1,1
40130820221024,40130820221010,1,1
40130820221025,40130820221018,0.980791142,0.82336897
40130820221025,40130820221020,0.019208858,0.022389232
40130820221025,40130820221023,0,0.044356075
40130820221025,40130820221031,0,0.109885723
40130820221026,40130820221019,1,1
40130820221027,40130820221024,1,1
40130820221028,40130820221018,1,0.498856413
40130820221028,40130820221023,0,0.501143587
40130820221029,40130820221022,1,1
40130820221030,40130820221021,1,1
40130820221031,40130820221018,0.327764558,0.259902225
40130820221031,40130820221020,0.672235442,0.740097775
40130820221032,40130820221017,1,1
40130820221033,40130610153000,1,1
40130820221034,40130610153000,1,1
40130820221035,40130610153000,1,1
40130820221036,40130610153000,1,1
40130820222000,40130820222000,1,1
40130820222001,40130820222000,1,1
40130820222002,40130820222003,1,1
40130820222003,40130820222000,1,1
40130820222004,40130820222000,1,1
40130820222005,40130820222000,1,1
40130820222006,40130820222001,1,1
40130820222007,40130820222004,1,1
40130820222008,40130612004006,0,0.013106658
40130820222008,40130820222000,1,0.986893342
40130820222009,40130612004006,0,0.156548135
40130820222009,40130820222000,1,0.843451865
40130820222010,40130820222000,1,0.028526592
40130820222010,40130820222002,0,0.644721525
40130820222010,40130820222005,0,0.326751883
40130820222011,40130820222002,0.248708085,0.248708085
40130820222011,40130820222005,0.751291915,0.751291915
40130820222012,40130612004001,1,0.309903113
40130820222012,40130612004006,0,0.690096887
40130820222013,40130612004007,1,1
40130820222014,40130612004007,0.027522635,0.027522635
40130820222014,40130820222006,0.972477365,0.972477365
40130820222015,40130820222006,1,1
40130820222016,40130820222000,1,1
40130820222017,40130612005001,1,1
40130820222018,40130820222000,1,1
40130820222019,40130820222000,1,1
40130820231000,40130820231000,1,1
40130820231001,40130820231006,1,1
40130820231002,40130820231001,1,1
