geoid20,aland20,awater20,lat20,lon20,name,land_acre
4.0131E+13,28408,0,33.5709082,-112.0754162,North Mountain,7.01975884
4.01311E+13,40943,0,33.4832418,-112.0139941,Camelback East,10.11722002
4.01311E+13,38678,0,33.443745,-112.141007,Estrella,9.55752719
4.01311E+13,81135,0,33.5665098,-112.1363084,North Mountain,20.04886418
4.01311E+13,18755,0,33.4837321,-112.141677,Maryvale,4.634454275
4.01312E+13,11936,0,33.2976916,-112.0014403,Ahwatukee Foothills,2.94944528
4.01361E+13,1665723,0,33.6888681,-112.073096,Deer Valley,411.6084819
4.01311E+13,73224,0,33.5086057,-112.09774,Alhambra,18.09401652
4.01312E+13,50965,0,33.3504548,-112.1168812,South Mountain,12.59370633
4.01308E+13,34471,0,33.4185766,-112.2854293,Estrella,8.517956455
4.01362E+13,31605,0,33.6458347,-112.0108807,Paradise Valley,7.809753525
4.0131E+13,18595,0,33.6337544,-112.0180531,Paradise Valley,4.594917475
4.01362E+13,14660,0,33.6439524,-112.0640224,Deer Valley,3.6225593
4.01311E+13,29002,0,33.5670444,-112.06866,North Mountain,7.16653921
4.01362E+13,10482,0,33.6530909,-111.9390785,Desert View,2.59015461
4.01312E+13,22010,0,33.3451211,-111.9947987,Ahwatukee Foothills,5.43878105
4.0131E+13,15426,0,33.6307094,-111.9856798,Paradise Valley,3.81184173
4.01312E+13,27860,0,33.3459218,-112.1714981,Laveen,6.8843453
4.01311E+13,29280,0,33.4953232,-112.2315165,Maryvale,7.2352344
4.01362E+13,26970,0,33.6487928,-111.9636919,Paradise Valley,6.66442185
4.01311E+13,19617,0,33.4935774,-112.0924114,Encanto,4.847458785
4.01312E+13,88089,0,33.4298644,-112.1070336,Estrella,21.76723235
4.01311E+13,13686,0,33.452496,-112.1182307,Estrella,3.38187903
4.01362E+13,20357,0,33.6590084,-112.0678417,Deer Valley,5.030316485
4.01362E+13,31509,0,33.6609661,-112.1650599,Deer Valley,7.786031445
4.01362E+13,35828,0,33.6504617,-112.1273801,Deer Valley,8.85327794
4.01361E+13,184782,0,33.7746848,-111.9741852,Desert View,45.66055611
4.01312E+13,20599,0,33.3927668,-112.1082503,South Mountain,5.090115895
4.01361E+13,40937,0,33.7882542,-111.9859568,Desert View,10.11573739
4.01362E+13,62893,0,33.6607357,-112.0815787,Deer Valley,15.54117477
4.01361E+13,26825,0,33.6880996,-112.1126724,Deer Valley,6.628591625
4.0131E+13,41997,0,33.6338809,-111.9458955,Paradise Valley,10.37766869
4.01308E+13,1264,0,33.4723032,-112.2547972,Maryvale,0.31234072
4.01311E+13,31537,0,33.4745315,-112.1791911,Maryvale,7.792950385
4.0131E+13,97069,0,33.618862,-112.1485306,Deer Valley,23.98623525
4.01362E+13,31000,0,33.6550686,-112.1585819,Deer Valley,7.660255
4.01311E+13,7808,0,33.5549749,-112.1262136,North Mountain,1.92939584
4.0131E+13,40823,0,33.6165105,-111.9532134,Paradise Valley,10.08756742
4.01312E+13,13786,0,33.3982125,-111.9847618,South Mountain,3.40658953
4.01362E+13,48206,0,33.6625469,-112.1059891,Deer Valley,11.91194363
4.01361E+13,109416,0,33.723528,-112.200738,Deer Valley,27.03724068
4.01311E+13,24216,0,33.4879894,-112.2278579,Maryvale,5.98389468
4.01362E+13,5612,0,33.65849,-112.0908667,Deer Valley,1.38675326
4.0131E+13,13129,0,33.6117227,-112.0429163,Paradise Valley,3.244241545
4.0131E+13,34086,0,33.6034325,-111.9370988,Paradise Valley,8.42282103
4.0131E+13,8462,0,33.6011725,-111.9970379,Paradise Valley,2.09100251
4.01311E+13,38007,0,33.4418423,-112.1410523,Estrella,9.391719735
4.01312E+13,22408,0,33.4247901,-112.0418375,Central City,5.53712884
4.01312E+13,23791,0,33.4246843,-112.0613482,Central City,5.878875055
4.01311E+13,26197,0,33.4902586,-111.9844757,Camelback East,6.473409685
4.01311E+13,16977,0,33.4552334,-111.9922235,Camelback East,4.195101585
4.0131E+13,8672,0,33.6293286,-112.0183866,Paradise Valley,2.14289456
4.0131E+13,13854,0,33.6143594,-111.9522919,Paradise Valley,3.42339267
4.01311E+13,32701,0,33.4851155,-112.0120585,Camelback East,8.080580605
4.01312E+13,55387,0,33.3908043,-112.167152,Laveen,13.68640464
4.0131E+13,2843,0,33.6358921,-112.1688042,Deer Valley,0.702519515
4.01311E+13,18445,0,33.5647054,-112.0924548,North Mountain,4.557851725
4.01308E+13,15840,0,33.4293983,-112.241037,Estrella,3.9141432
4.01311E+13,31499,0,33.4816714,-112.2320119,Maryvale,7.783560395
4.01311E+13,29498,0,33.5630957,-112.0587523,North Mountain,7.28910329
4.01361E+13,13979,0,33.8890697,-112.1501893,Rio Vista,3.454280795
4.01311E+13,115023,0,33.427819,-112.1187677,Estrella,28.42275842
4.01311E+13,22955,0,33.4974806,-112.1175549,Alhambra,5.672295275
4.01311E+13,33827,0,33.5315976,-112.1320844,Alhambra,8.358820835
4.01308E+13,23530,0,33.4946343,-112.2976973,Maryvale,5.81438065
4.01312E+13,197189,0,33.3875553,-112.1926356,Laveen,48.72638785
4.01311E+13,35628,0,33.4902974,-112.0811585,Encanto,8.80385694
4.01311E+13,17484,0,33.4406958,-112.1872581,Estrella,4.32038382
4.01361E+13,20991,0,33.8670329,-112.159018,Rio Vista,5.186981055
4.01311E+13,90849,0,33.5294932,-112.0506913,Camelback East,22.44924215
4.01362E+13,27355,0,33.6470789,-112.1071186,Deer Valley,6.759557275
4.01311E+13,81122,0,33.5066171,-112.0803006,Alhambra,20.04565181
4.0131E+13,7523,0,33.6030445,-112.1013426,North Mountain,1.858970915
4.01312E+13,23447,0,33.3855483,-112.0462718,South Mountain,5.793870935
4.01312E+13,16640,0,33.3005246,-112.092612,Ahwatukee Foothills,4.1118272
4.01311E+13,11277,0,33.4802524,-112.1311388,Maryvale,2.786603085
4.01311E+13,19731,0,33.4700241,-112.1225149,Maryvale,4.875628755
4.01311E+13,3591,0,33.4569603,-112.0367418,Central City,0.887354055
4.01312E+13,142720,0,33.3422135,-112.1257035,Laveen,35.2668256
4.01308E+13,18991,0,33.5071674,-112.24378,Maryvale,4.692771055
4.01308E+13,87705,0,33.400895,-112.2381503,Estrella,21.67234403
4.01312E+13,14050,0,33.350813,-112.0966366,South Mountain,3.47182525
4.01312E+13,33109,0,33.3615067,-112.0737192,South Mountain,8.181399445
4.01361E+13,82366,0,33.6731555,-112.0385963,Paradise Valley,20.35305043
4.01311E+13,39460,0,33.4843951,-112.196849,Maryvale,9.7507633
4.01312E+13,34544,0,33.3094543,-111.986882,Ahwatukee Foothills,8.53599512
4.01311E+13,15232,0,33.4298041,-112.1820718,Estrella,3.76390336
4.01311E+13,3692959,0,33.4300729,-112.0145872,Central City,912.5486337
4.01362E+13,17650,0,33.6560552,-111.9857332,Paradise Valley,4.36140325
4.0131E+13,18912,0,33.6116924,-112.1586673,North Mountain,4.67324976
4.01311E+13,25981,0,33.5435391,-112.0877844,Alhambra,6.420035005
4.01312E+13,88805,0,33.3611091,-112.0990218,South Mountain,21.94415953
4.01311E+13,38948,0,33.4977215,-112.1115876,Alhambra,9.62424554
4.01361E+13,83791,0,33.7266113,-112.097455,Deer Valley,20.70517506
4.0131E+13,34940,0,33.5890223,-112.1309454,North Mountain,8.6338487
4.01362E+13,25556,0,33.6587042,-111.9954173,Paradise Valley,6.31501538
4.01361E+13,279995,0,33.7964013,-112.0788017,Desert View,69.18816448
4.01311E+13,20928,0,33.5190841,-112.1094498,Alhambra,5.17141344
4.01311E+13,46007,0,33.4869091,-112.0798723,Encanto,11.36855974
4.01311E+13,13570,0,33.4508839,-112.0808221,Central City,3.35321485
4.0131E+13,142413,0,33.6095388,-112.0152939,Paradise Valley,35.19096437
4.0131E+13,26595,0,33.630751,-111.9445134,Paradise Valley,6.571757475
4.0131E+13,16182,0,33.6075506,-112.012162,Paradise Valley,3.99865311
4.01362E+13,25982,0,33.6879889,-112.0169312,Desert View,6.42028211
4.01311E+13,71638,0,33.4430968,-112.1281363,Estrella,17.70210799
4.01312E+13,70819,0,33.4150191,-112.0658558,South Mountain,17.499729
4.01309E+13,155605,0,33.5107312,-112.2789571,Maryvale,38.45077353
4.01312E+13,53595,0,33.366632,-112.1785975,Laveen,13.24359248
4.01312E+13,69670,0,33.3720837,-112.1786281,Laveen,17.21580535
4.01312E+13,32093,0,33.4037268,-112.0440658,South Mountain,7.930340765
4.01311E+13,15016,0,33.5043706,-112.2306589,Maryvale,3.71052868
4.01311E+13,25333,0,33.530151,-112.1229725,Alhambra,6.259910965
4.01312E+13,381520,0,33.3465174,-112.1498067,Laveen,94.2754996
4.01311E+13,22534,0,33.447614,-112.1232993,Estrella,5.56826407
4.01311E+13,10115,0,33.4609792,-112.0460057,Central City,2.499467075
4.01309E+13,12621,0,33.5147443,-112.2770766,Maryvale,3.118712205
4.01308E+13,35247,0,33.4119203,-112.2743781,Estrella,8.709709935
4.01311E+13,63344,0,33.4845921,-112.071567,Encanto,15.65261912
4.01312E+13,34893,0,33.3828938,-112.2220292,Laveen,8.622234765
4.01311E+13,12558,0,33.4131263,-112.1720418,Estrella,3.10314459
4.01311E+13,493899,0,33.4296563,-111.9872036,Central City,122.0449124
4.0131E+13,21398,0,33.5777263,-112.1469871,North Mountain,5.28755279
4.01312E+13,23147,0,33.3803385,-112.1583692,Laveen,5.719739435
4.01361E+13,996778,0,33.883405,-112.1569034,Rio Vista,246.3088277
4.01361E+13,22059,0,33.7319998,-111.982039,Desert View,5.450889195
4.01361E+13,16628,0,33.7072037,-112.1923263,Deer Valley,4.10886194
4.0131E+13,14206,0,33.6285057,-112.1089097,Deer Valley,3.51037363
4.01311E+13,4421,0,33.4124364,-112.1720069,Estrella,1.092451205
4.0131E+13,21670,0,33.6173008,-111.9585207,Paradise Valley,5.35476535
4.01308E+13,45063,0,33.4880433,-112.2425238,Maryvale,11.13529262
4.01311E+13,61551,0,33.508306,-112.0524245,Camelback East,15.20955986
4.01311E+13,42188,0,33.4848852,-112.2137995,Maryvale,10.42486574
4.01312E+13,26345,0,33.3156662,-111.9926525,Ahwatukee Foothills,6.509981225
4.01361E+13,33925,0,33.6692416,-112.1110671,Deer Valley,8.383037125
4.01311E+13,43477,0,33.4861361,-112.2082926,Maryvale,10.74338409
4.01312E+13,29852,0,33.3708868,-112.0816633,South Mountain,7.37657846
4.01311E+13,24772,0,33.4884789,-112.2147757,Maryvale,6.12128506
4.01311E+13,45466,0,33.5085055,-111.9816607,Camelback East,11.23487593
4.01361E+13,265883,0,33.7391796,-111.9751364,Desert View,65.70101872
4.0131E+13,34292,0,33.6110516,-111.9588414,Paradise Valley,8.47372466
4.01312E+13,47073,0,33.4116788,-112.0157496,South Mountain,11.63197367
4.01311E+13,199660,0,33.5720456,-111.991208,Paradise Valley,49.3369843
4.01362E+13,51813,0,33.6575243,-112.115241,Deer Valley,12.80325137
4.01311E+13,34458,0,33.5401427,-112.1450783,Alhambra,8.51474409
4.01311E+13,10285,0,33.5566961,-112.0417786,Camelback East,2.541474925
4.01312E+13,25312,0,33.3421354,-111.9834318,Ahwatukee Foothills,6.25472176
4.01361E+13,12027,0,33.7186019,-112.1043164,Deer Valley,2.971931835
4.01362E+13,36896,0,33.6536653,-112.0669023,Deer Valley,9.11718608
4.0131E+13,14044,0,33.6087466,-112.0027379,Paradise Valley,3.47034262
4.01311E+13,5867,0,33.4450932,-112.1868232,Estrella,1.449765035
4.01362E+13,10143,0,33.6463407,-112.0634869,Deer Valley,2.506386015
4.01312E+13,95702,0,33.4753659,-112.1070634,Encanto,23.64844271
4.01311E+13,20781,0,33.4910833,-112.0140425,Camelback East,5.135089005
4.01311E+13,34709,0,33.5003939,-112.1619496,Maryvale,8.576767445
4.01361E+13,30558,0,33.7487543,-111.9928509,Desert View,7.55103459
4.01312E+13,6144,0,33.4838586,-112.1101707,Encanto,1.51821312
4.01311E+13,21806,0,33.4509302,-112.0487926,Central City,5.38837163
4.01312E+13,15047,0,33.4006045,-112.1136074,South Mountain,3.718188935
4.01311E+13,11101,0,33.5006955,-112.2212011,Maryvale,2.743112605
4.01311E+13,22706,0,33.460202,-112.0880721,Central City,5.61076613
4.01311E+13,19894,0,33.4715488,-112.0791943,Encanto,4.91590687
4.0131E+13,25159,0,33.578105,-112.0250607,Paradise Valley,6.216914695
4.01311E+13,10031,0,33.4428216,-112.0657322,Central City,2.478710255
4.01312E+13,26201,0,33.3678559,-112.0806826,South Mountain,6.474398105
4.01312E+13,40203,0,33.2916949,-111.9898594,Ahwatukee Foothills,9.934362315
4.01362E+13,27337,0,33.6487619,-112.0857918,Deer Valley,6.755109385
4.01362E+13,30883,0,33.6585797,-112.0582825,Deer Valley,7.631343715
4.01362E+13,13300,0,33.6504871,-111.9826162,Paradise Valley,3.2864965
4.01311E+13,28562,0,33.5585609,-112.049108,North Mountain,7.05781301
4.01362E+13,33873,0,33.6525801,-112.0904348,Deer Valley,8.370187665
4.01308E+13,28371,0,33.4934478,-112.2457183,Maryvale,7.010615955
4.01362E+13,43312,0,33.6444896,-112.0906559,Deer Valley,10.70261176
4.01308E+13,12447,0,33.5083682,-112.2516635,Maryvale,3.075715935
4.01311E+13,37326,0,33.484778,-112.1646469,Maryvale,9.22344123
4.01309E+13,123065,0,33.5111294,-112.3056075,Maryvale,30.40997683
4.01312E+13,26580,0,33.369448,-112.1496699,Laveen,6.5680509
4.0131E+13,253662,0,33.6134079,-112.1655682,North Mountain,62.68114851
4.01311E+13,24990,0,33.4700405,-112.0748132,Encanto,6.17515395
4.01311E+13,22798,0,33.540839,-112.1053268,Alhambra,5.63349979
4.01312E+13,212438,0,33.463814,-112.1141567,Maryvale,52.49449199
4.01362E+13,80680,0,33.6568811,-112.0254621,Paradise Valley,19.9364314
4.01311E+13,25847,0,33.5001892,-112.1808155,Maryvale,6.386922935
4.01361E+13,32262,0,33.710579,-112.1592348,Deer Valley,7.97210151
4.0131E+13,16719,0,33.6159718,-111.9440074,Paradise Valley,4.131348495
4.01311E+13,11582,0,33.4834696,-112.2208691,Maryvale,2.86197011
4.0131E+13,19788,0,33.575367,-112.0901472,North Mountain,4.88971374
4.01312E+13,15193,0,33.4924808,-112.1100506,Alhambra,3.754266265
4.01312E+13,141149,0,33.3658658,-112.0507374,South Mountain,34.87862365
4.01312E+13,123456,0,33.3949985,-112.037297,South Mountain,30.50659488
4.0131E+13,20038,0,33.6179093,-112.0042008,Paradise Valley,4.95148999
4.01311E+13,22861,0,33.5215894,-112.1141685,Alhambra,5.649067405
4.0131E+13,52322,0,33.6317145,-112.0685942,North Mountain,12.92902781
4.0131E+13,197389,0,33.5799497,-112.0792668,North Mountain,48.77580885
4.01312E+13,8161,0,33.2982049,-112.0126834,Ahwatukee Foothills,2.016623905
4.01311E+13,14322,0,33.4860429,-111.9503334,Camelback East,3.53903781
4.01311E+13,20451,0,33.4671222,-112.0531251,Encanto,5.053544355
4.01362E+13,19325,0,33.6607687,-111.9976837,Paradise Valley,4.775304125
4.0131E+13,17709,0,33.5827272,-112.0853455,North Mountain,4.375982445
4.0131E+13,41360,0,33.5983383,-112.1204306,North Mountain,10.2202628
4.01312E+13,8828,0,33.3844818,-112.0512107,South Mountain,2.18144294
4.01362E+13,19429,0,33.6593594,-112.0491397,Deer Valley,4.801003045
4.0131E+13,58368,0,33.615273,-112.0500362,North Mountain,14.42302464
4.0131E+13,58208,0,33.575204,-112.1470431,North Mountain,14.38348784
4.01311E+13,18197,0,33.5410747,-112.1373459,Alhambra,4.496569685
4.01312E+13,24986,0,33.3656698,-112.0613579,South Mountain,6.17416553
4.01312E+13,19577,0,33.4009566,-112.043722,South Mountain,4.837574585
4.01312E+13,22142,0,33.4247697,-112.0429198,Central City,5.47139891
4.01311E+13,40823,0,33.5540285,-112.1505095,North Mountain,10.08756742
4.01311E+13,15433,0,33.4582157,-112.1180815,Estrella,3.813571465
4.01311E+13,43592,0,33.5487843,-112.1413597,Alhambra,10.77180116
4.01311E+13,129412,0,33.5234794,-112.0174297,Camelback East,31.97835226
4.01361E+13,10872,0,33.8844682,-112.1681968,Rio Vista,2.68652556
4.01311E+13,31650,0,33.5293848,-112.1364063,Alhambra,7.82087325
4.0131E+13,16188,0,33.5756469,-112.028487,Paradise Valley,4.00013574
4.01312E+13,371913,0,33.3457267,-112.1317307,Laveen,91.90156187
4.01311E+13,7804,0,33.5656922,-112.0580766,North Mountain,1.92840742
4.01311E+13,33140,0,33.561061,-112.0949244,North Mountain,8.1890597
4.01312E+13,33519,0,33.3429812,-111.9818475,Ahwatukee Foothills,8.282712495
4.01312E+13,20049,0,33.3234781,-111.9777743,Ahwatukee Foothills,4.954208145
4.0131E+13,91995,0,33.6129657,-112.0473441,Paradise Valley,22.73242448
4.01311E+13,77117,0,33.4304025,-112.0845608,Central City,19.05599629
4.01308E+13,18267,0,33.4906186,-112.2538978,Maryvale,4.513867035
4.01311E+13,17056,0,33.4796315,-112.1208874,Maryvale,4.21462288
4.0131E+13,12143,0,33.6014633,-111.9574722,Paradise Valley,3.000596015
4.01361E+13,587246,0,33.6943177,-112.1045692,Deer Valley,145.1114228
4.01311E+13,58573,0,33.5195861,-112.0804131,Alhambra,14.47368117
4.01311E+13,28011,0,33.4541428,-112.2102448,Estrella,6.921658155
4.01312E+13,59900,0,33.2912265,-112.0719844,Ahwatukee Foothills,14.8015895
4.01311E+13,55518,0,33.4694298,-111.9762014,Camelback East,13.71877539
4.01311E+13,30539,0,33.4600533,-112.1301134,Estrella,7.546339595
4.01312E+13,18322,0,33.307864,-111.9909027,Ahwatukee Foothills,4.52745781
4.01311E+13,25646,0,33.5301235,-112.1282095,Alhambra,6.33725483
4.0131E+13,21128,0,33.6214197,-112.0335448,Paradise Valley,5.22083444
4.01308E+13,46231,0,33.4973085,-112.2910012,Maryvale,11.42391126
4.01311E+13,21090,0,33.5014454,-112.008254,Camelback East,5.21144445
4.01312E+13,6765,0,33.4043092,-112.0554192,South Mountain,1.671665325
4.01311E+13,122887,0,33.4820012,-112.0154313,Camelback East,30.36599214
4.01311E+13,12841,0,33.4563111,-112.2063234,Estrella,3.173075305
4.0131E+13,29954,0,33.5974738,-112.0026861,Paradise Valley,7.40178317
4.01311E+13,31927,0,33.5222553,-112.1021823,Alhambra,7.889321335
4.0131E+13,22793,0,33.6097893,-111.9975563,Paradise Valley,5.632264265
4.01311E+13,17064,0,33.49754,-111.9807374,Camelback East,4.21659972
4.01311E+13,16469,0,33.4664143,-112.1465645,Maryvale,4.069572245
4.01312E+13,17438,0,33.3425451,-111.9941274,Ahwatukee Foothills,4.30901699
4.01311E+13,21216,0,33.5019983,-112.1028642,Alhambra,5.24257968
4.0131E+13,17542,0,33.5937398,-111.9895757,Paradise Valley,4.33471591
4.01312E+13,68334,0,33.3783199,-112.1975787,Laveen,16.88567307
4.01362E+13,82452,0,33.6935618,-111.9906638,Desert View,20.37430146
4.01312E+13,11972,0,33.3758647,-112.0463624,South Mountain,2.95834106
4.01362E+13,21971,0,33.6462716,-112.0114946,Paradise Valley,5.429143955
4.01311E+13,95466,0,33.5344026,-112.040133,Camelback East,23.59012593
4.0131E+13,19326,0,33.5928475,-112.1168774,North Mountain,4.77555123
4.01361E+13,1916177,0,33.7376161,-112.1176537,Deer Valley,473.4969176
4.01311E+13,40756,0,33.5210496,-112.0770078,Alhambra,10.07101138
4.0131E+13,23648,0,33.6317548,-112.1228679,Deer Valley,5.84353904
4.01308E+13,10935,0,33.4324593,-112.2883265,Estrella,2.702093175
4.01362E+13,11203,0,33.6563591,-112.0083868,Paradise Valley,2.768317315
4.0131E+13,14121,0,33.6272059,-111.9856898,Paradise Valley,3.489369705
4.01309E+13,1535,0,33.5096186,-112.1513337,Alhambra,0.379306175
4.01311E+13,42226,0,33.5364197,-112.0518934,Camelback East,10.43425573
4.01311E+13,8163,0,33.4485348,-112.202209,Estrella,2.017118115
4.01361E+13,17624,0,33.676021,-112.1343539,Deer Valley,4.35497852
4.01312E+13,10789,0,33.3966951,-112.0736047,South Mountain,2.666015845
4.01311E+13,12077,0,33.4561023,-112.1423078,Estrella,2.984287085
4.01311E+13,17628,0,33.42228,-112.1958063,Estrella,4.35596694
4.01311E+13,29906,0,33.4978737,-111.9879481,Camelback East,7.38992213
4.01311E+13,60856,0,33.4920757,-112.0372708,Camelback East,15.03782188
4.01311E+13,40002,0,33.4530769,-112.079548,Central City,9.88469421
4.01309E+13,28363,0,33.5137677,-112.2778138,Maryvale,7.008639115
4.01361E+13,32420,0,33.7114147,-112.1592708,Deer Valley,8.0111441
4.01311E+13,27750,0,33.5253039,-112.0417342,Camelback East,6.85716375
4.01361E+13,45635,0,33.869716,-112.1583877,Rio Vista,11.27663668
4.01311E+13,19112,0,33.438105,-112.0989949,Central City,4.72267076
4.01312E+13,70613,0,33.4022095,-112.0088066,South Mountain,17.44882537
4.01362E+13,39753,0,33.6444756,-112.1406767,Deer Valley,9.823165065
4.01311E+13,23084,0,33.5580602,-112.1191196,North Mountain,5.70417182
4.01312E+13,135657,0,33.3070604,-111.9840052,Ahwatukee Foothills,33.52152299
4.01311E+13,52790,0,33.4845813,-112.0312628,Camelback East,13.04467295
4.01362E+13,13209,0,33.6471778,-112.0047736,Paradise Valley,3.264009945
4.01311E+13,39284,0,33.4893255,-111.9894768,Camelback East,9.70727282
4.01362E+13,25471,0,33.6866263,-111.9792147,Desert View,6.294011455
4.0131E+13,537086,0,33.6000098,-112.068722,North Mountain,132.716636
4.01311E+13,215705,0,33.4457225,-112.1462191,Estrella,53.30178403
4.0131E+13,79341,0,33.6397205,-112.0113152,Paradise Valley,19.60555781
4.01312E+13,19694,0,33.500687,-112.0770619,Encanto,4.86648587
4.0131E+13,14167,0,33.5796824,-112.0575792,North Mountain,3.500736535
4.0131E+13,53331,0,33.579235,-112.1304089,North Mountain,13.17835676
4.0131E+13,97732,0,33.5880135,-111.9497964,Paradise Valley,24.15006586
4.0131E+13,26191,0,33.627164,-111.9464467,Paradise Valley,6.471927055
4.01311E+13,25489,0,33.4654909,-112.1331254,Maryvale,6.298459345
4.01311E+13,19526,0,33.4578059,-112.0864326,Central City,4.82497223
4.01361E+13,28635,0,33.7629506,-111.9893996,Desert View,7.075851675
4.0131E+13,19382,0,33.6158243,-112.0621542,North Mountain,4.78938911
4.01362E+13,18963,0,33.6459554,-112.0046294,Paradise Valley,4.685852115
4.01311E+13,47265,0,33.4746858,-112.1827585,Maryvale,11.67941783
4.01312E+13,31361,0,33.3267641,-111.9763908,Ahwatukee Foothills,7.749459905
4.01312E+13,447844,0,33.3740739,-112.1547157,Laveen,110.6644916
4.01311E+13,11213,0,33.4276474,-112.2155157,Estrella,2.770788365
4.01311E+13,20588,0,33.4339643,-112.1977814,Estrella,5.08739774
4.01361E+13,21479,0,33.7529143,-111.9732884,Desert View,5.307568295
4.01312E+13,11022,0,33.3339057,-111.9888693,Ahwatukee Foothills,2.72359131
4.01361E+13,15730,0,33.7318364,-112.1729583,Deer Valley,3.88696165
4.0131E+13,42669,0,33.6209487,-112.0268347,Paradise Valley,10.54372325
4.01312E+13,33471,0,33.4908938,-112.1064975,Encanto,8.270851455
4.0131E+13,86626,0,33.6193899,-111.9272484,Paradise Valley,21.40571773
4.01311E+13,28514,0,33.5058434,-112.1606539,Maryvale,7.04595197
4.01311E+13,21039,0,33.4501716,-112.0875821,Central City,5.198842095
4.0131E+13,40552,0,33.6297007,-111.9761977,Paradise Valley,10.02060196
4.01312E+13,21194,0,33.3967404,-112.0781701,South Mountain,5.23714337
4.01311E+13,23885,0,33.4902842,-112.2312776,Maryvale,5.902102925
4.0131E+13,77695,0,33.6060054,-111.9334743,Paradise Valley,19.19882298
4.01311E+13,58730,0,33.4469547,-111.9898694,Central City,14.51247665
4.01312E+13,37393,0,33.3320355,-111.9866053,Ahwatukee Foothills,9.239997265
4.0131E+13,23600,0,33.5891589,-112.0288676,Paradise Valley,5.831678
4.01308E+13,21706,0,33.415579,-112.2488508,Estrella,5.36366113
4.01311E+13,15581,0,33.4722685,-112.1909359,Maryvale,3.850143005
4.01311E+13,26754,0,33.4719686,-112.2092485,Maryvale,6.61104717
4.01308E+13,43228,0,33.4698577,-112.2470905,Maryvale,10.68185494
4.0131E+13,49127,0,33.6140047,-111.9383963,Paradise Valley,12.13952734
4.01308E+13,105365,0,33.4198072,-112.2874923,Estrella,26.03621833
4.01311E+13,41341,0,33.4487921,-112.0258067,Central City,10.21556781
4.01311E+13,1926,0,33.5449673,-112.1514897,Alhambra,0.47592423
4.0131E+13,20102,0,33.575731,-112.0463049,North Mountain,4.96730471
4.0131E+13,12084,0,33.6302609,-112.0658033,North Mountain,2.98601682
4.01362E+13,8615,0,33.6427909,-112.0627383,Deer Valley,2.128809575
4.01308E+13,22536,0,33.4259543,-112.2748376,Estrella,5.56875828
4.01362E+13,30429,0,33.6885022,-112.0176933,Desert View,7.519158045
4.01361E+13,4753,0,33.6870444,-112.118949,Deer Valley,1.174490065
4.0131E+13,15846,0,33.5791747,-112.1139284,North Mountain,3.91562583
4.01311E+13,28215,0,33.4745068,-112.1446054,Maryvale,6.972067575
4.0131E+13,34298,0,33.5909276,-112.1405351,North Mountain,8.47520729
4.01312E+13,9332,0,33.3816637,-112.1454376,Laveen,2.30598386
4.01311E+13,13700,0,33.4578913,-111.9688565,Camelback East,3.3853385
4.0131E+13,40126,0,33.6213565,-111.9809923,Paradise Valley,9.91533523
4.01312E+13,5477,0,33.3097912,-112.0833315,Ahwatukee Foothills,1.353394085
4.0131E+13,62657,0,33.6356587,-112.0503192,North Mountain,15.48285799
4.01312E+13,54890,0,33.4037121,-112.0927174,South Mountain,13.56359345
4.01311E+13,17660,0,33.4229373,-112.0818063,Central City,4.3638743
4.01311E+13,28593,0,33.4466494,-112.0114856,Central City,7.065473265
4.01311E+13,120692,0,33.4304898,-112.1737116,Estrella,29.82359666
4.0131E+13,21830,0,33.6202567,-111.9415065,Paradise Valley,5.39430215
4.01311E+13,37738,0,33.4777324,-111.9805051,Camelback East,9.32524849
4.01362E+13,20552,0,33.6486272,-112.1638874,Deer Valley,5.07850196
4.01361E+13,27369,0,33.7691453,-111.9907993,Desert View,6.763016745
4.01311E+13,33496,0,33.562582,-112.0835204,North Mountain,8.27702908
4.01361E+13,1970818,0,33.8524973,-112.1642676,Rio Vista,486.9989819
4.01362E+13,103615,0,33.6683161,-112.028596,Paradise Valley,25.60378458
4.0131E+13,30189,0,33.636148,-112.0234289,Paradise Valley,7.459852845
4.0131E+13,166560,0,33.6244728,-112.015515,Paradise Valley,41.1578088
4.0131E+13,31596,0,33.5861677,-112.0285771,Paradise Valley,7.80752958
4.01311E+13,49983,0,33.5486737,-112.1148009,Alhambra,12.35104922
4.01311E+13,645643,0,33.4261602,-112.1388629,Estrella,159.5416135
4.01311E+13,15900,0,33.4656766,-112.190573,Maryvale,3.9289695
4.01362E+13,12237,0,33.6612658,-112.1080642,Deer Valley,3.023823885
4.01312E+13,15213,0,33.3673845,-112.1631246,Laveen,3.759208365
4.01312E+13,41318,0,33.3944315,-112.1390436,Laveen,10.20988439
4.01361E+13,61965,0,33.6781609,-112.1112537,Deer Valley,15.31186133
4.01362E+13,34037,0,33.647053,-112.1100783,Deer Valley,8.410712885
4.01312E+13,28691,0,33.3656896,-112.1716047,Laveen,7.089689555
4.01362E+13,22454,0,33.6625064,-112.1587807,Deer Valley,5.54849567
4.01311E+13,31784,0,33.4883491,-112.0511643,Encanto,7.85398532
4.01312E+13,57706,0,33.3547635,-112.1674076,Laveen,14.25944113
4.01362E+13,553713,0,33.6774912,-111.9843927,Desert View,136.8252509
4.01311E+13,20447,0,33.4571885,-112.00962,Central City,5.052555935
4.01311E+13,46367,0,33.4433474,-112.064117,Central City,11.45751754
